reviewTitle,reviewBody,aspect,categorized_aspect,sentiment,response
"wow, so good","I've used other toys of this type, but this one is the best by far. The rotating and movement feels fantastic, and the moan sounds are very helpful. i love the different modes and the charge lasts over several uses, so you can use it a lot before you need to charge it again, provided you clean it between uses.",cleaning between uses,functionality,neutral,Thank you for sharing your thoughts on the cleaning between uses.
Nice product,"Well executed brass construction, Quality product.",brass construction,other,positive,Thank you for highlighting the brass construction. We're glad you're satisfied!
Nice product,"Well executed brass construction, Quality product.",quality product,quality,positive,Thank you for highlighting the quality product. We're glad you're satisfied!
not all there,i will never order from you again i was suppose to get a small bowl and a spoon with the steamer but all i got was the steamer will never order from you again,product quality,quality,negative,We're sorry about the issues with product quality. We'll work on improving this aspect!
not all there,i will never order from you again i was suppose to get a small bowl and a spoon with the steamer but all i got was the steamer will never order from you again,customer service,service,negative,We're sorry about the issues with customer service. We'll work on improving this aspect!
Not worth it,Not crazy about this model/brand. I’ve bought 5 different ones now seeking a good one and this one is hard to keep the attachments on and they fall off while using.,model,other,negative,We're sorry about the issues with model. We'll work on improving this aspect!
Not worth it,Not crazy about this model/brand. I’ve bought 5 different ones now seeking a good one and this one is hard to keep the attachments on and they fall off while using.,brand,other,negative,We're sorry about the issues with brand. We'll work on improving this aspect!
Not worth it,Not crazy about this model/brand. I’ve bought 5 different ones now seeking a good one and this one is hard to keep the attachments on and they fall off while using.,attachments,other,negative,We're sorry about the issues with attachments. We'll work on improving this aspect!
So cute,"Super cute and fluffy. Got these for my daughter and she loves them! They are a bit big for her but that’s fine, since the design goes around your whole foot no need for it to fit.",cute,other,positive,Thank you for highlighting the cute. We're glad you're satisfied!
So cute,"Super cute and fluffy. Got these for my daughter and she loves them! They are a bit big for her but that’s fine, since the design goes around your whole foot no need for it to fit.",fluffy,other,positive,Thank you for highlighting the fluffy. We're glad you're satisfied!
So cute,"Super cute and fluffy. Got these for my daughter and she loves them! They are a bit big for her but that’s fine, since the design goes around your whole foot no need for it to fit.",fit,other,neutral,Thank you for sharing your thoughts on the fit.
So cute,"Super cute and fluffy. Got these for my daughter and she loves them! They are a bit big for her but that’s fine, since the design goes around your whole foot no need for it to fit.",design,quality,positive,Thank you for highlighting the design. We're glad you're satisfied!
Small and works well,"Love the small size, the light. Purchased a different one as well as this to have a less expensive vacuum on my second floor. So far so good. Like that is small, has a mount, adjustable as well. Hopefully will last.",small size,other,positive,Thank you for highlighting the small size. We're glad you're satisfied!
Small and works well,"Love the small size, the light. Purchased a different one as well as this to have a less expensive vacuum on my second floor. So far so good. Like that is small, has a mount, adjustable as well. Hopefully will last.",light,other,positive,Thank you for highlighting the light. We're glad you're satisfied!
Small and works well,"Love the small size, the light. Purchased a different one as well as this to have a less expensive vacuum on my second floor. So far so good. Like that is small, has a mount, adjustable as well. Hopefully will last.",mount,other,positive,Thank you for highlighting the mount. We're glad you're satisfied!
Small and works well,"Love the small size, the light. Purchased a different one as well as this to have a less expensive vacuum on my second floor. So far so good. Like that is small, has a mount, adjustable as well. Hopefully will last.",adjustable,other,positive,Thank you for highlighting the adjustable. We're glad you're satisfied!
Small and works well,"Love the small size, the light. Purchased a different one as well as this to have a less expensive vacuum on my second floor. So far so good. Like that is small, has a mount, adjustable as well. Hopefully will last.",price (less expensive),price,positive,Thank you for highlighting the price (less expensive). We're glad you're satisfied!
Small and works well,"Love the small size, the light. Purchased a different one as well as this to have a less expensive vacuum on my second floor. So far so good. Like that is small, has a mount, adjustable as well. Hopefully will last.",durability (will last),quality,neutral,Thank you for sharing your thoughts on the durability (will last).
Investment,Exactly as described,product description,other,positive,Thank you for highlighting the product description. We're glad you're satisfied!
"Tough plastic, durable.","Have used twice to transport a mattress, once strapped tightly on top of my Forester. Still in good shape for next move.",product durability,quality,positive,Thank you for highlighting the product durability. We're glad you're satisfied!
"Tough plastic, durable.","Have used twice to transport a mattress, once strapped tightly on top of my Forester. Still in good shape for next move.",transportation versatility,other,positive,Thank you for highlighting the transportation versatility. We're glad you're satisfied!
BROKEN x2,"How disappointing. I liked the style of these, easy order, quick shipping, but they dishes arrived damaged. I quickly returned, nice and easy, only to receive a 2nd set chipped/damaged. Returned again. Unacceptable.",style,appearance,positive,Thank you for highlighting the style. We're glad you're satisfied!
BROKEN x2,"How disappointing. I liked the style of these, easy order, quick shipping, but they dishes arrived damaged. I quickly returned, nice and easy, only to receive a 2nd set chipped/damaged. Returned again. Unacceptable.",order,other,positive,Thank you for highlighting the order. We're glad you're satisfied!
BROKEN x2,"How disappointing. I liked the style of these, easy order, quick shipping, but they dishes arrived damaged. I quickly returned, nice and easy, only to receive a 2nd set chipped/damaged. Returned again. Unacceptable.",shipping,service,positive,Thank you for highlighting the shipping. We're glad you're satisfied!
BROKEN x2,"How disappointing. I liked the style of these, easy order, quick shipping, but they dishes arrived damaged. I quickly returned, nice and easy, only to receive a 2nd set chipped/damaged. Returned again. Unacceptable.",dishes arrival condition (first set),other,negative,We're sorry about the issues with dishes arrival condition (first set). We'll work on improving this aspect!
BROKEN x2,"How disappointing. I liked the style of these, easy order, quick shipping, but they dishes arrived damaged. I quickly returned, nice and easy, only to receive a 2nd set chipped/damaged. Returned again. Unacceptable.",return process (first return),other,neutral,Thank you for sharing your thoughts on the return process (first return).
BROKEN x2,"How disappointing. I liked the style of these, easy order, quick shipping, but they dishes arrived damaged. I quickly returned, nice and easy, only to receive a 2nd set chipped/damaged. Returned again. Unacceptable.",dishes arrival condition (second set),other,negative,We're sorry about the issues with dishes arrival condition (second set). We'll work on improving this aspect!
BROKEN x2,"How disappointing. I liked the style of these, easy order, quick shipping, but they dishes arrived damaged. I quickly returned, nice and easy, only to receive a 2nd set chipped/damaged. Returned again. Unacceptable.",return process (second return),other,neutral,Thank you for sharing your thoughts on the return process (second return).
Good,Great product at a great price. Buy it and you’ll be glad you did! Makes a great gift too.,product quality,quality,positive,Thank you for highlighting the product quality. We're glad you're satisfied!
Good,Great product at a great price. Buy it and you’ll be glad you did! Makes a great gift too.,price,price,positive,Thank you for highlighting the price. We're glad you're satisfied!
Good,Great product at a great price. Buy it and you’ll be glad you did! Makes a great gift too.,gifting,other,positive,Thank you for highlighting the gifting. We're glad you're satisfied!
Beautiful!!,I absolutely love this snow globe.  It comes on automatically each evening and works perfectly.  Just love it.,snow globe,other,positive,Thank you for highlighting the snow globe. We're glad you're satisfied!
Beautiful!!,I absolutely love this snow globe.  It comes on automatically each evening and works perfectly.  Just love it.,timer function (comes on automatically each evening),functionality,positive,Thank you for highlighting the timer function (comes on automatically each evening). We're glad you're satisfied!
Poor shipping guidelines,"Other than the fact that one of the nightgowns was literally: thrown into the bag it was shipped as it was extremely wrinkled, item was fine.",product quality,quality,neutral,Thank you for sharing your thoughts on the product quality.
Poor shipping guidelines,"Other than the fact that one of the nightgowns was literally: thrown into the bag it was shipped as it was extremely wrinkled, item was fine.",packing,other,negative,We're sorry about the issues with packing. We'll work on improving this aspect!
Poor shipping guidelines,"Other than the fact that one of the nightgowns was literally: thrown into the bag it was shipped as it was extremely wrinkled, item was fine.",shipping,service,negative,We're sorry about the issues with shipping. We'll work on improving this aspect!
Great selection of colors.,The bands are colorful and a little stiff.  Improve with wear and time (flexibility of the bands).,color,appearance,positive,Thank you for highlighting the color. We're glad you're satisfied!
Great selection of colors.,The bands are colorful and a little stiff.  Improve with wear and time (flexibility of the bands).,stiffness,other,neutral,Thank you for sharing your thoughts on the stiffness.
Great selection of colors.,The bands are colorful and a little stiff.  Improve with wear and time (flexibility of the bands).,flexibility with wear and time,other,positive,Thank you for highlighting the flexibility with wear and time. We're glad you're satisfied!
Beautiful,These are very beautiful in the garden,appearance,appearance,positive,Thank you for highlighting the appearance. We're glad you're satisfied!
easy to install and cheap price~,It got the right amount of padding on it and lightweight. Spent me only 5 mins to install. I'm happy with the purchase!,padding,other,positive,Thank you for highlighting the padding. We're glad you're satisfied!
easy to install and cheap price~,It got the right amount of padding on it and lightweight. Spent me only 5 mins to install. I'm happy with the purchase!,lightweight,other,positive,Thank you for highlighting the lightweight. We're glad you're satisfied!
easy to install and cheap price~,It got the right amount of padding on it and lightweight. Spent me only 5 mins to install. I'm happy with the purchase!,installation time,other,positive,Thank you for highlighting the installation time. We're glad you're satisfied!
Durable and fun.,This product is exactly as expected. My grandson loves Imaginext and I was happy to add to his collection. It is easy to play with and fun.,product meets expectations,other,positive,Thank you for highlighting the product meets expectations. We're glad you're satisfied!
Durable and fun.,This product is exactly as expected. My grandson loves Imaginext and I was happy to add to his collection. It is easy to play with and fun.,easy to play with,other,positive,Thank you for highlighting the easy to play with. We're glad you're satisfied!
Durable and fun.,This product is exactly as expected. My grandson loves Imaginext and I was happy to add to his collection. It is easy to play with and fun.,fun,other,positive,Thank you for highlighting the fun. We're glad you're satisfied!
Durable and fun.,This product is exactly as expected. My grandson loves Imaginext and I was happy to add to his collection. It is easy to play with and fun.,addition to the Imaginext collection,other,positive,Thank you for highlighting the addition to the imaginext collection. We're glad you're satisfied!
my daughter loves it!,just as described and expected. faster than expected shipping.,product quality,quality,positive,Thank you for highlighting the product quality. We're glad you're satisfied!
my daughter loves it!,just as described and expected. faster than expected shipping.,shipping speed,service,positive,Thank you for highlighting the shipping speed. We're glad you're satisfied!
i just love it so muchs,good for your money,product quality,quality,neutral,Thank you for sharing your thoughts on the product quality.
i just love it so muchs,good for your money,value for money,price,positive,Thank you for highlighting the value for money. We're glad you're satisfied!
Cable is Very Thick,"Does the jo.  I should have considered the dimensions a bit more carefully.  The cable is rather unwieldy.  But if you need it to stay in place, this might be the one for you.",dimensions,other,negative,We're sorry about the issues with dimensions. We'll work on improving this aspect!
Cable is Very Thick,"Does the jo.  I should have considered the dimensions a bit more carefully.  The cable is rather unwieldy.  But if you need it to stay in place, this might be the one for you.",cable,other,negative,We're sorry about the issues with cable. We'll work on improving this aspect!
Cable is Very Thick,"Does the jo.  I should have considered the dimensions a bit more carefully.  The cable is rather unwieldy.  But if you need it to stay in place, this might be the one for you.",staying in place,other,neutral,Thank you for sharing your thoughts on the staying in place.
Received scuffed shoes,Shoes have been worn,Shoes,other,neutral,Thank you for sharing your thoughts on the shoes.
Still eats poo,I have 3 rescue dogs 15 to 25 pounds and give them two  per day but still can't get 2 of them to stop eating poo. They love these no poo treats but still eat most of the poo. I have tried other brands and two jars of this brand but will not be buying any more.,no poo treats,other,positive,Thank you for highlighting the no poo treats. We're glad you're satisfied!
Still eats poo,I have 3 rescue dogs 15 to 25 pounds and give them two  per day but still can't get 2 of them to stop eating poo. They love these no poo treats but still eat most of the poo. I have tried other brands and two jars of this brand but will not be buying any more.,product effectiveness,other,negative,We're sorry about the issues with product effectiveness. We'll work on improving this aspect!
Still eats poo,I have 3 rescue dogs 15 to 25 pounds and give them two  per day but still can't get 2 of them to stop eating poo. They love these no poo treats but still eat most of the poo. I have tried other brands and two jars of this brand but will not be buying any more.,price or value,price,negative,We're sorry about the issues with price or value. We'll work on improving this aspect!
Still eats poo,I have 3 rescue dogs 15 to 25 pounds and give them two  per day but still can't get 2 of them to stop eating poo. They love these no poo treats but still eat most of the poo. I have tried other brands and two jars of this brand but will not be buying any more.,customer service,service,neutral,Thank you for sharing your thoughts on the customer service.
Face is smooth & is clearing,I use my steamer at least twice a week & I see a noticeable difference. Highly recommended.,steamer performance,functionality,positive,Thank you for highlighting the steamer performance. We're glad you're satisfied!
Face is smooth & is clearing,I use my steamer at least twice a week & I see a noticeable difference. Highly recommended.,recommendation,other,positive,Thank you for highlighting the recommendation. We're glad you're satisfied!
doesn't work,"stopped working after 5 days, I don't have time to return it, I bought an other brand",durability,quality,negative,We're sorry about the issues with durability. We'll work on improving this aspect!
doesn't work,"stopped working after 5 days, I don't have time to return it, I bought an other brand",return policy,other,neutral,Thank you for sharing your thoughts on the return policy.
doesn't work,"stopped working after 5 days, I don't have time to return it, I bought an other brand",performance (stopping working),functionality,negative,We're sorry about the issues with performance (stopping working). We'll work on improving this aspect!
doesn't work,"stopped working after 5 days, I don't have time to return it, I bought an other brand",customer service (time to return it),service,negative,We're sorry about the issues with customer service (time to return it). We'll work on improving this aspect!
Good robe fits a bit smaller than expected,I purchased two robes of similar style in the same size and one was a tad too small and one a tad too big.  Its probably due to  the of the overseas manufacturing (China?),quality of manufacturing,quality,negative,We're sorry about the issues with quality of manufacturing. We'll work on improving this aspect!
Good robe fits a bit smaller than expected,I purchased two robes of similar style in the same size and one was a tad too small and one a tad too big.  Its probably due to  the of the overseas manufacturing (China?),size consistency,other,neutral,Thank you for sharing your thoughts on the size consistency.
Good robe fits a bit smaller than expected,I purchased two robes of similar style in the same size and one was a tad too small and one a tad too big.  Its probably due to  the of the overseas manufacturing (China?),overseas manufacturing (China?),other,negative,We're sorry about the issues with overseas manufacturing (china?). We'll work on improving this aspect!
Great cream,"I just love this cream. It works 100% on any cut, scratch, bruise. It’s truly a good antibiotic. It covers wounds and cuts in a short period of time. It is my first choice over the counter. Thank you for delivering this cream so fast. Thank you.","effectiveness on cuts, scratches, and bruises",other,positive,"Thank you for highlighting the effectiveness on cuts, scratches, and bruises. We're glad you're satisfied!"
Great cream,"I just love this cream. It works 100% on any cut, scratch, bruise. It’s truly a good antibiotic. It covers wounds and cuts in a short period of time. It is my first choice over the counter. Thank you for delivering this cream so fast. Thank you.",speed of wound healing,other,positive,Thank you for highlighting the speed of wound healing. We're glad you're satisfied!
Great cream,"I just love this cream. It works 100% on any cut, scratch, bruise. It’s truly a good antibiotic. It covers wounds and cuts in a short period of time. It is my first choice over the counter. Thank you for delivering this cream so fast. Thank you.",comparison to other over-the-counter options,other,positive,Thank you for highlighting the comparison to other over-the-counter options. We're glad you're satisfied!
Great cream,"I just love this cream. It works 100% on any cut, scratch, bruise. It’s truly a good antibiotic. It covers wounds and cuts in a short period of time. It is my first choice over the counter. Thank you for delivering this cream so fast. Thank you.",shipping speed,service,positive,Thank you for highlighting the shipping speed. We're glad you're satisfied!
Extremely comfortable,"Most comfortable undies I have worn in ages.  Doesn’t ride up, doesn’t bind., plenty  of crotch space. Lots of flattering colors too.",comfort,comfort,positive,Thank you for highlighting the comfort. We're glad you're satisfied!
Extremely comfortable,"Most comfortable undies I have worn in ages.  Doesn’t ride up, doesn’t bind., plenty  of crotch space. Lots of flattering colors too.",doesn't ride up,other,positive,Thank you for highlighting the doesn't ride up. We're glad you're satisfied!
Extremely comfortable,"Most comfortable undies I have worn in ages.  Doesn’t ride up, doesn’t bind., plenty  of crotch space. Lots of flattering colors too.",doesn't bind,other,positive,Thank you for highlighting the doesn't bind. We're glad you're satisfied!
Extremely comfortable,"Most comfortable undies I have worn in ages.  Doesn’t ride up, doesn’t bind., plenty  of crotch space. Lots of flattering colors too.",plenty of crotch space,other,positive,Thank you for highlighting the plenty of crotch space. We're glad you're satisfied!
Extremely comfortable,"Most comfortable undies I have worn in ages.  Doesn’t ride up, doesn’t bind., plenty  of crotch space. Lots of flattering colors too.",flattering colors,appearance,positive,Thank you for highlighting the flattering colors. We're glad you're satisfied!
Awesome,Great purchase,purchase,other,positive,Thank you for highlighting the purchase. We're glad you're satisfied!
Good,Good,,other,neutral,Thank you for your feedback!
"It protects my phone, is easy to grip, and it doesn't fade.",I've had this case for 3 months and it still looks new and has protected my phone from a few unexpected DROPS to the ground. I love the purple and it wipes clean with just a damp cloth. If I ever get tired of this color I will definetly order another one of the many colors it comes in.,quality,quality,positive,Thank you for highlighting the quality. We're glad you're satisfied!
"It protects my phone, is easy to grip, and it doesn't fade.",I've had this case for 3 months and it still looks new and has protected my phone from a few unexpected DROPS to the ground. I love the purple and it wipes clean with just a damp cloth. If I ever get tired of this color I will definetly order another one of the many colors it comes in.,color,appearance,positive,Thank you for highlighting the color. We're glad you're satisfied!
"It protects my phone, is easy to grip, and it doesn't fade.",I've had this case for 3 months and it still looks new and has protected my phone from a few unexpected DROPS to the ground. I love the purple and it wipes clean with just a damp cloth. If I ever get tired of this color I will definetly order another one of the many colors it comes in.,cleaning ease,other,positive,Thank you for highlighting the cleaning ease. We're glad you're satisfied!
"It protects my phone, is easy to grip, and it doesn't fade.",I've had this case for 3 months and it still looks new and has protected my phone from a few unexpected DROPS to the ground. I love the purple and it wipes clean with just a damp cloth. If I ever get tired of this color I will definetly order another one of the many colors it comes in.,durability,quality,positive,Thank you for highlighting the durability. We're glad you're satisfied!
I love this.,So soft and perfect thickness,softness,other,positive,Thank you for highlighting the softness. We're glad you're satisfied!
I love this.,So soft and perfect thickness,thickness,other,positive,Thank you for highlighting the thickness. We're glad you're satisfied!
Great!,Exactly what I expected.  This will be super handy for my art projects.,product,other,positive,Thank you for highlighting the product. We're glad you're satisfied!
Great!,Exactly what I expected.  This will be super handy for my art projects.,handiness,other,positive,Thank you for highlighting the handiness. We're glad you're satisfied!
Easy to use,My kids are liking it very much. This is very large inflatable pool. Very easy to use and good quality of it.  It takes a few seconds to inflate.,large inflatable pool,other,positive,Thank you for highlighting the large inflatable pool. We're glad you're satisfied!
Easy to use,My kids are liking it very much. This is very large inflatable pool. Very easy to use and good quality of it.  It takes a few seconds to inflate.,easy to use,functionality,positive,Thank you for highlighting the easy to use. We're glad you're satisfied!
Easy to use,My kids are liking it very much. This is very large inflatable pool. Very easy to use and good quality of it.  It takes a few seconds to inflate.,good quality,quality,positive,Thank you for highlighting the good quality. We're glad you're satisfied!
Easy to use,My kids are liking it very much. This is very large inflatable pool. Very easy to use and good quality of it.  It takes a few seconds to inflate.,time taken to inflate,other,neutral,Thank you for sharing your thoughts on the time taken to inflate.
Good,Great product,product,other,positive,Thank you for highlighting the product. We're glad you're satisfied!
Good size for an iPad,Perfect size for an iPad and a few other things.,size,other,positive,Thank you for highlighting the size. We're glad you're satisfied!
Product was delivered on time but didn't come with the Rechargeable battery.,Product would probably work fine I had to go buy AA batteries because the Rechargeable battery didn't come with the product but the charging cable did.,Product,other,neutral,Thank you for sharing your thoughts on the product.
Product was delivered on time but didn't come with the Rechargeable battery.,Product would probably work fine I had to go buy AA batteries because the Rechargeable battery didn't come with the product but the charging cable did.,Rechargeable battery,other,negative,We're sorry about the issues with rechargeable battery. We'll work on improving this aspect!
Product was delivered on time but didn't come with the Rechargeable battery.,Product would probably work fine I had to go buy AA batteries because the Rechargeable battery didn't come with the product but the charging cable did.,Charging cable,other,positive,Thank you for highlighting the charging cable. We're glad you're satisfied!
Not so good,It doesn’t even kill the bugs.  I had to spray everyday for more then one week to get rid from Cockroaches,Effectiveness against Cockroaches,other,negative,We're sorry about the issues with effectiveness against cockroaches. We'll work on improving this aspect!
Good not great,"The look is cute and it is fairly comfortable,  but the watch face is a bit too heavy for it to feel secure.  I am constantly fighting to keep it in place on my wrist.",look,appearance,positive,Thank you for highlighting the look. We're glad you're satisfied!
Good not great,"The look is cute and it is fairly comfortable,  but the watch face is a bit too heavy for it to feel secure.  I am constantly fighting to keep it in place on my wrist.",comfort,comfort,neutral,Thank you for sharing your thoughts on the comfort.
Good not great,"The look is cute and it is fairly comfortable,  but the watch face is a bit too heavy for it to feel secure.  I am constantly fighting to keep it in place on my wrist.",watch face weight,other,negative,We're sorry about the issues with watch face weight. We'll work on improving this aspect!
Nice light weight men’s flannel robe,"Purchased for my Dad and he loves it- soft, light weight flannel that is nice and warm",soft,other,positive,Thank you for highlighting the soft. We're glad you're satisfied!
Nice light weight men’s flannel robe,"Purchased for my Dad and he loves it- soft, light weight flannel that is nice and warm",light weight,other,positive,Thank you for highlighting the light weight. We're glad you're satisfied!
Nice light weight men’s flannel robe,"Purchased for my Dad and he loves it- soft, light weight flannel that is nice and warm",nice and warm,other,positive,Thank you for highlighting the nice and warm. We're glad you're satisfied!
Best jacket,"This is my favorite jacket this far,  stylish and actually warm",stylish,other,positive,Thank you for highlighting the stylish. We're glad you're satisfied!
Best jacket,"This is my favorite jacket this far,  stylish and actually warm",warm,other,positive,Thank you for highlighting the warm. We're glad you're satisfied!
"great size, not too big or too little","Love that it is two tone gold and silver, it is a great size, too. I have a small face and some of the coins are just too big  by the time you add a decent frame.",two tone gold and silver,other,positive,Thank you for highlighting the two tone gold and silver. We're glad you're satisfied!
"great size, not too big or too little","Love that it is two tone gold and silver, it is a great size, too. I have a small face and some of the coins are just too big  by the time you add a decent frame.",size,other,positive,Thank you for highlighting the size. We're glad you're satisfied!
"great size, not too big or too little","Love that it is two tone gold and silver, it is a great size, too. I have a small face and some of the coins are just too big  by the time you add a decent frame.",frame,other,neutral,Thank you for sharing your thoughts on the frame.
IMPRESSED,"I was skeptical about buying something like this from Amazon, but I am highly highly impressed with this product!! It is so easy to use and is great quality!! I have done my finger nails, toenails, and have done my sisters as well!! I would recommend this to anyone who wants to save the money and do their own nails from home, you won’t regret it!",ease of use,functionality,positive,Thank you for highlighting the ease of use. We're glad you're satisfied!
IMPRESSED,"I was skeptical about buying something like this from Amazon, but I am highly highly impressed with this product!! It is so easy to use and is great quality!! I have done my finger nails, toenails, and have done my sisters as well!! I would recommend this to anyone who wants to save the money and do their own nails from home, you won’t regret it!",quality,quality,positive,Thank you for highlighting the quality. We're glad you're satisfied!
IMPRESSED,"I was skeptical about buying something like this from Amazon, but I am highly highly impressed with this product!! It is so easy to use and is great quality!! I have done my finger nails, toenails, and have done my sisters as well!! I would recommend this to anyone who wants to save the money and do their own nails from home, you won’t regret it!",price,price,negative,We're sorry about the issues with price. We'll work on improving this aspect!
IMPRESSED,"I was skeptical about buying something like this from Amazon, but I am highly highly impressed with this product!! It is so easy to use and is great quality!! I have done my finger nails, toenails, and have done my sisters as well!! I would recommend this to anyone who wants to save the money and do their own nails from home, you won’t regret it!",value for money,price,positive,Thank you for highlighting the value for money. We're glad you're satisfied!
easy,it was easy to use,usability,other,positive,Thank you for highlighting the usability. We're glad you're satisfied!
Too much spring.,"It’s too difficult to have good control over the pups, as there’s too much give on both leash sections.",control over pups,other,negative,We're sorry about the issues with control over pups. We'll work on improving this aspect!
Too much spring.,"It’s too difficult to have good control over the pups, as there’s too much give on both leash sections.",leash sections,other,negative,We're sorry about the issues with leash sections. We'll work on improving this aspect!
Perfect from the box.,Easy setup out of the box. I am not a drone expert at all and was able to fly in 10 min.,setup,other,positive,Thank you for highlighting the setup. We're glad you're satisfied!
Perfect from the box.,Easy setup out of the box. I am not a drone expert at all and was able to fly in 10 min.,flight,other,positive,Thank you for highlighting the flight. We're glad you're satisfied!
Lots of fun for kids,So many stickers  :) they help me to keep may little girls busy when i needed:),sticker quantity,other,positive,Thank you for highlighting the sticker quantity. We're glad you're satisfied!
Lots of fun for kids,So many stickers  :) they help me to keep may little girls busy when i needed:),ability to keep little girls busy,other,positive,Thank you for highlighting the ability to keep little girls busy. We're glad you're satisfied!
For beginners,For beginners,product for beginners,other,neutral,Thank you for sharing your thoughts on the product for beginners.
Yes,Yes,,other,positive,Thank you for your feedback!
"It will keep your pants up. That's what you want, right?","Love that it's cut-to-fit. Very sturdy, and keeps my pants up when I'm carrying. That's the important part. And I have a chronic case of noassatall. Can carry a P80 in a belt loop OWB kydex without flashing a vertical smile. Very metal. ????",cut-to-fit,other,positive,Thank you for highlighting the cut-to-fit. We're glad you're satisfied!
"It will keep your pants up. That's what you want, right?","Love that it's cut-to-fit. Very sturdy, and keeps my pants up when I'm carrying. That's the important part. And I have a chronic case of noassatall. Can carry a P80 in a belt loop OWB kydex without flashing a vertical smile. Very metal. ????",sturdy,other,positive,Thank you for highlighting the sturdy. We're glad you're satisfied!
"It will keep your pants up. That's what you want, right?","Love that it's cut-to-fit. Very sturdy, and keeps my pants up when I'm carrying. That's the important part. And I have a chronic case of noassatall. Can carry a P80 in a belt loop OWB kydex without flashing a vertical smile. Very metal. ????",keeps pants up,other,positive,Thank you for highlighting the keeps pants up. We're glad you're satisfied!
"It will keep your pants up. That's what you want, right?","Love that it's cut-to-fit. Very sturdy, and keeps my pants up when I'm carrying. That's the important part. And I have a chronic case of noassatall. Can carry a P80 in a belt loop OWB kydex without flashing a vertical smile. Very metal. ????",noassatall,other,positive,Thank you for highlighting the noassatall. We're glad you're satisfied!
"It will keep your pants up. That's what you want, right?","Love that it's cut-to-fit. Very sturdy, and keeps my pants up when I'm carrying. That's the important part. And I have a chronic case of noassatall. Can carry a P80 in a belt loop OWB kydex without flashing a vertical smile. Very metal. ????",can carry P80 in belt loop,other,positive,Thank you for highlighting the can carry p80 in belt loop. We're glad you're satisfied!
Great product and great customer service,Bought the wrong size but they sent me the right one quickly. Vivid color on the collar and it seems durable. Thank you!,color,appearance,positive,Thank you for highlighting the color. We're glad you're satisfied!
Great product and great customer service,Bought the wrong size but they sent me the right one quickly. Vivid color on the collar and it seems durable. Thank you!,shipping speed,service,positive,Thank you for highlighting the shipping speed. We're glad you're satisfied!
Great product and great customer service,Bought the wrong size but they sent me the right one quickly. Vivid color on the collar and it seems durable. Thank you!,durability,quality,positive,Thank you for highlighting the durability. We're glad you're satisfied!
Very comfortable,"I really liked the product true to size very comfortable, worth of price better than paying $60 This product is worth off $100 , recommend",true to size,other,positive,Thank you for highlighting the true to size. We're glad you're satisfied!
Very comfortable,"I really liked the product true to size very comfortable, worth of price better than paying $60 This product is worth off $100 , recommend",comfortable,comfort,positive,Thank you for highlighting the comfortable. We're glad you're satisfied!
Very comfortable,"I really liked the product true to size very comfortable, worth of price better than paying $60 This product is worth off $100 , recommend",worth of price,price,positive,Thank you for highlighting the worth of price. We're glad you're satisfied!
Very comfortable,"I really liked the product true to size very comfortable, worth of price better than paying $60 This product is worth off $100 , recommend",price (vs $60),price,positive,Thank you for highlighting the price (vs $60). We're glad you're satisfied!
Very comfortable,"I really liked the product true to size very comfortable, worth of price better than paying $60 This product is worth off $100 , recommend",value for money (vs $100),price,positive,Thank you for highlighting the value for money (vs $100). We're glad you're satisfied!
Perfect compact wallet,Awesome design!,design,quality,positive,Thank you for highlighting the design. We're glad you're satisfied!
"Sorry, not nearly as good as advertised.","I would have returned it, if it hadn't been so inexpensive, and I destroyed packaging too soon.",price,price,neutral,Thank you for sharing your thoughts on the price.
"Sorry, not nearly as good as advertised.","I would have returned it, if it hadn't been so inexpensive, and I destroyed packaging too soon.",packaging,other,negative,We're sorry about the issues with packaging. We'll work on improving this aspect!
My puppy chews everything but this,Maybe this bone is great for some dogs but my teething puppy never picked this up.,product quality,quality,negative,We're sorry about the issues with product quality. We'll work on improving this aspect!
My puppy chews everything but this,Maybe this bone is great for some dogs but my teething puppy never picked this up.,suitability for teething puppies,other,negative,We're sorry about the issues with suitability for teething puppies. We'll work on improving this aspect!
Very small,Very small,size,other,negative,We're sorry about the issues with size. We'll work on improving this aspect!
Great looking and comfortable too,"The socks are made well, fit perfect and look good. Just the right amount of elastic so the don’t fall down yet not bind.",made well,other,positive,Thank you for highlighting the made well. We're glad you're satisfied!
Great looking and comfortable too,"The socks are made well, fit perfect and look good. Just the right amount of elastic so the don’t fall down yet not bind.",fit perfect,other,positive,Thank you for highlighting the fit perfect. We're glad you're satisfied!
Great looking and comfortable too,"The socks are made well, fit perfect and look good. Just the right amount of elastic so the don’t fall down yet not bind.",look good,appearance,positive,Thank you for highlighting the look good. We're glad you're satisfied!
Great looking and comfortable too,"The socks are made well, fit perfect and look good. Just the right amount of elastic so the don’t fall down yet not bind.",right amount of elastic,other,positive,Thank you for highlighting the right amount of elastic. We're glad you're satisfied!
It’s okay,"It’s not thick enough, everything popped when cooked",thickness,other,negative,We're sorry about the issues with thickness. We'll work on improving this aspect!
It’s okay,"It’s not thick enough, everything popped when cooked",cooking performance,functionality,negative,We're sorry about the issues with cooking performance. We'll work on improving this aspect!
Loo,Little smaller than i thought.,size,other,negative,We're sorry about the issues with size. We'll work on improving this aspect!
Lightweight,So worth to buy it with my bike.,product,other,positive,Thank you for highlighting the product. We're glad you're satisfied!
