reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
Great towel.,Love this towel. Price was right for two. Use them at the pool everyday. Will be ordering a few more.,positive,positive,"['towel', 'great']","{'towel': 'positive', 'great': 'positive'}","['few', 'everyday', 'towel', 'right', 'pool', 'price']","{'few': 'positive', 'everyday': 'positive', 'towel': 'positive', 'right': 'positive', 'pool': 'positive', 'price': 'positive'}"
Unusable!,"They were not universal. Did not fit in my base! I needed six so I had to order eight, total waste of money.",neutral,negative,['unusable'],{'unusable': 'neutral'},"['order', 'base', 'waste', 'did', 'total', 'money', 'universal']","{'order': 'negative', 'base': 'negative', 'waste': 'negative', 'did': 'negative', 'total': 'negative', 'money': 'negative', 'universal': 'negative'}"
NOT COMPATIBLE WITH HEADPHONES,"The controller itself is actually better quality than a ps4 controller but when I plug in the headphones I can hear everything but the mic won't pick up sound. I know it's not my headphones because it works fine with the other controllers just now this one, I mostly play while talking so I am going to return this. I'm really disappointed.",neutral,positive,"['with', 'not', 'compatible', 'headphones']","{'with': 'neutral', 'not': 'neutral', 'compatible': 'neutral', 'headphones': 'neutral'}","['quality', 'sound', 'headphones', 'fine', 'disappointed', 'controller', 'mic', 'ps4', 'other', 'controllers', 'everything']","{'quality': 'positive', 'sound': 'positive', 'headphones': 'positive', 'fine': 'positive', 'disappointed': 'positive', 'controller': 'positive', 'mic': 'positive', 'ps4': 'positive', 'other': 'positive', 'controllers': 'positive', 'everything': 'positive'}"
Light review,"Easy to use,",neutral,positive,"['review', 'light']","{'review': 'neutral', 'light': 'neutral'}",['easy'],{'easy': 'positive'}
Awesome saw,Spot on description,positive,neutral,['awesome'],{'awesome': 'positive'},"['description', 'spot']","{'description': 'neutral', 'spot': 'neutral'}"
Unfortunate,One of the motors inside the fan wasn’t properly popped into place.  I had to disassemble the fan in order to pop the motor into place.,negative,positive,['unfortunate'],{'unfortunate': 'negative'},"['fan', 'order', '’', 'place', 'wasn', 'motors', 'motor']","{'fan': 'positive', 'order': 'positive', '’': 'positive', 'place': 'positive', 'wasn': 'positive', 'motors': 'positive', 'motor': 'positive'}"
Not recommended,"This razor us awful. The blades barely touch the skin. The soap builds up after one swipe thus you're rinsing under string water pressure. The installation of the blade is bit as simple as the standard blades not to mention these are nothing like the standard blades, so you can't use any other handle. I will not purchase these again.",neutral,negative,[],{},"['pressure', 'awful', 'blades', 'simple', 'nothing', 'water', 'handle', 'standard', 'installation', 'other', 'blade', 'soap', 'swipe', 'skin']","{'pressure': 'negative', 'awful': 'negative', 'blades': 'negative', 'simple': 'negative', 'nothing': 'negative', 'water': 'negative', 'handle': 'negative', 'standard': 'negative', 'installation': 'negative', 'other': 'negative', 'blade': 'negative', 'soap': 'negative', 'swipe': 'negative', 'skin': 'negative'}"
waste of money,it is a joke and a waste of money. It is that bad and would not recommend.,negative,negative,"['waste', 'money']","{'waste': 'negative', 'money': 'negative'}","['bad', 'waste', 'joke', 'money']","{'bad': 'negative', 'waste': 'negative', 'joke': 'negative', 'money': 'negative'}"
Magical,"Its just perfect…. I absolutely love it, great quality, perfect size, and the color it’s so warm… very beautiful. I definitely recommend it.",neutral,positive,['magical'],{'magical': 'neutral'},"['quality', 'size', 'warm…', 'color', 'perfect', 'perfect…', 'beautiful', 's', 'great']","{'quality': 'positive', 'size': 'positive', 'warm…': 'positive', 'color': 'positive', 'perfect': 'positive', 'perfect…': 'positive', 'beautiful': 'positive', 's': 'positive', 'great': 'positive'}"
Expensive but I Love Stasher Bags,High quality product.  I wish it were less expensive.,positive,positive,"['expensive', 'bags']","{'expensive': 'positive', 'bags': 'positive'}","['quality', 'product', 'expensive', 'high']","{'quality': 'positive', 'product': 'positive', 'expensive': 'positive', 'high': 'positive'}"
Bakery,Son super excelentes me encantan al 100%,neutral,positive,['bakery'],{'bakery': 'neutral'},"['%', 'encantan', 'super', 'son']","{'%': 'positive', 'encantan': 'positive', 'super': 'positive', 'son': 'positive'}"
Highly recommend,Got so many compliments on it. Very simple yet industrial. Love it.,positive,positive,"['recommend', 'highly']","{'recommend': 'positive', 'highly': 'positive'}","['industrial', 'got', 'compliments', 'many', 'simple']","{'industrial': 'positive', 'got': 'positive', 'compliments': 'positive', 'many': 'positive', 'simple': 'positive'}"
Perfect high heels,Comfortable high heels! You can wear at work and your foot won’t get tired ! Recommend it !,positive,positive,"['heels', 'perfect', 'high']","{'heels': 'positive', 'perfect': 'positive', 'high': 'positive'}","['’', 'work', 'high', 'foot', 'comfortable', 'get', 'heels', 't']","{'’': 'positive', 'work': 'positive', 'high': 'positive', 'foot': 'positive', 'comfortable': 'positive', 'get': 'positive', 'heels': 'positive', 't': 'positive'}"
My dog loves it!,My Frenchie loves the bed!!,positive,positive,['dog'],{'dog': 'positive'},"['frenchie', 'bed']","{'frenchie': 'positive', 'bed': 'positive'}"
Love this,"I stuck this to my bathroom mirror too the left of the faucet.  I put it about 8"" above the counter so it doesn't get wet when people wash their hands.  Great for company because no one likes using a wet towel that is in the bathroom that everyone else uses.  Especially these days!!  Less way of getting bacteria!!",neutral,positive,[],{},"['bacteria', 'mirror', 'great', 'hands', 'faucet', 'everyone', 'counter', 'people', 'towel', 'way', 'left', 'one', 'company', 'else', 'days', 'bathroom', 'wet']","{'bacteria': 'positive', 'mirror': 'positive', 'great': 'positive', 'hands': 'positive', 'faucet': 'positive', 'everyone': 'positive', 'counter': 'positive', 'people': 'positive', 'towel': 'positive', 'way': 'positive', 'left': 'positive', 'one': 'positive', 'company': 'positive', 'else': 'positive', 'days': 'positive', 'bathroom': 'positive', 'wet': 'positive'}"
Too big and material is a little cheap.,Too big,neutral,neutral,"['little', 'material', 'too', 'cheap', 'big']","{'little': 'neutral', 'material': 'neutral', 'too': 'neutral', 'cheap': 'neutral', 'big': 'neutral'}",['big'],{'big': 'neutral'}
Works great!,Great value! Arrived quickly. Works great!,positive,positive,['great'],{'great': 'positive'},"['value', 'arrived', 'great']","{'value': 'positive', 'arrived': 'positive', 'great': 'positive'}"
"Great, and...",I bought two of these solar flashlights chargers because I liked the way they performed. But both of them didn't last a year.,positive,positive,['great'],{'great': 'positive'},"['flashlights', 'chargers', 'solar', 'way', 'last', 'year']","{'flashlights': 'positive', 'chargers': 'positive', 'solar': 'positive', 'way': 'positive', 'last': 'positive', 'year': 'positive'}"
Great gift,This toy is durable! It stands up to vigorous toddler play! Adults love it too!,positive,positive,"['gift', 'great']","{'gift': 'positive', 'great': 'positive'}","['adults', 'toy', 'vigorous', 'toddler', 'durable', 'play']","{'adults': 'positive', 'toy': 'positive', 'vigorous': 'positive', 'toddler': 'positive', 'durable': 'positive', 'play': 'positive'}"
A+,"Very nice beach blanket! Fast shipping, highly recommend.",neutral,positive,['a+'],{'a+': 'neutral'},"['blanket', 'fast', 'beach', 'recommend', 'nice', 'shipping']","{'blanket': 'positive', 'fast': 'positive', 'beach': 'positive', 'recommend': 'positive', 'nice': 'positive', 'shipping': 'positive'}"
Cheap table. Defective parts that they refused to replace. They told me to drill the holes myself.,The white faux marble is less than an inch thick and looks really cheap. The legs had the holes on the wrong side so I couldn't complete assembly. The bottom bar that connects stabilizes the table and because the holes where on the wrong side I couldn't install that bar causing the table to be uneven and unstable. I messaged the seller twice and they told me to drill the holes myself and that they couldn't send me correct replacement legs. I'm really disappointed. SAVE YOUR MONEY,negative,negative,"['table', 'defective', 'cheap', 'holes', 'parts']","{'table': 'negative', 'defective': 'negative', 'cheap': 'negative', 'holes': 'negative', 'parts': 'negative'}","['legs', 'your', 'marble', 'white', 'holes', 'twice', 'bar', 'faux', 'table', 'replacement', 'cheap', 'wrong', 'unstable', 'disappointed', 'correct', 'thick', 'money', 'bottom', 'seller', 'inch', 'uneven', 'side']","{'legs': 'negative', 'your': 'negative', 'marble': 'negative', 'white': 'negative', 'holes': 'negative', 'twice': 'negative', 'bar': 'negative', 'faux': 'negative', 'table': 'negative', 'replacement': 'negative', 'cheap': 'negative', 'wrong': 'negative', 'unstable': 'negative', 'disappointed': 'negative', 'correct': 'negative', 'thick': 'negative', 'money': 'negative', 'bottom': 'negative', 'seller': 'negative', 'inch': 'negative', 'uneven': 'negative', 'side': 'negative'}"
Great buy,Love it,positive,neutral,"['buy', 'great']","{'buy': 'positive', 'great': 'positive'}",[],{}
The most uncomfortable unstable junk,It is a very small seated surface and not comfortable the whole stool wobbles and slides on the ground. Not worth the money and not practical. Yes i am returning it,negative,negative,"['unstable', 'junk', 'uncomfortable']","{'unstable': 'negative', 'junk': 'negative', 'uncomfortable': 'negative'}","['i', 'slides', 'wobbles', 'small', 'whole', 'stool', 'money', 'surface', 'practical', 'ground']","{'i': 'negative', 'slides': 'negative', 'wobbles': 'negative', 'small': 'negative', 'whole': 'negative', 'stool': 'negative', 'money': 'negative', 'surface': 'negative', 'practical': 'negative', 'ground': 'negative'}"
Great press!,Love my press! Everything I needed!,positive,positive,"['press', 'great']","{'press': 'positive', 'great': 'positive'}","['press', 'everything']","{'press': 'positive', 'everything': 'positive'}"
It’s too difficult to open,When trying to open and put my phone in I have to use both hands to open it.,negative,neutral,['difficult'],{'difficult': 'negative'},"['hands', 'phone']","{'hands': 'neutral', 'phone': 'neutral'}"
Needing more practice,I'm excited with my purchase but gonna need more practice to get the look i want. It takes longer to do my nails this way but the ones that i get right do look good. I'll keep on practicing.,neutral,positive,['practice'],{'practice': 'neutral'},"['i', 'excited', 'nails', 'purchase', 'good', 'way', 'practicing', 'gon', 'right', 'ones', 'practice', 'look']","{'i': 'positive', 'excited': 'positive', 'nails': 'positive', 'purchase': 'positive', 'good': 'positive', 'way': 'positive', 'practicing': 'positive', 'gon': 'positive', 'right': 'positive', 'ones': 'positive', 'practice': 'positive', 'look': 'positive'}"
Return your device if defective.,"I dislike how the laptop I purchased is defective, and delivered without the battery.",neutral,negative,"['device', 'defective']","{'device': 'neutral', 'defective': 'negative'}","['battery', 'laptop', 'defective']","{'battery': 'negative', 'laptop': 'negative', 'defective': 'negative'}"
The best webcam,The camera captures certainly good quality feed.,positive,positive,['webcam'],{'webcam': 'positive'},"['quality', 'good', 'feed', 'camera']","{'quality': 'positive', 'good': 'positive', 'feed': 'positive', 'camera': 'positive'}"
Show box,I love it,neutral,neutral,"['show', 'box']","{'show': 'neutral', 'box': 'neutral'}",[],{}
Glad to have it again.,"I’ve always used good seasons, my favorite. When I needed a new cruet after many years, I noticed my store no longer carried it so I found it online. So happy to have it again.",positive,positive,['glad'],{'glad': 'positive'},"['favorite', 'seasons', 'years', 'good', 'happy', 've', 'new', 'store', 'cruet', 'many']","{'favorite': 'positive', 'seasons': 'positive', 'years': 'positive', 'good': 'positive', 'happy': 'positive', 've': 'positive', 'new': 'positive', 'store': 'positive', 'cruet': 'positive', 'many': 'positive'}"
This is a very good hose,"I've always been skeptical of hoses like this but this has worked great so far. It has great reach, is very light weight and so far I didn't have any problems with leaks even with a toddler stepping on it constantly.",positive,positive,"['hose', 'good']","{'hose': 'positive', 'good': 'positive'}","['leaks', 'reach', 'weight', 'skeptical', 'problems', 'hoses', 'light', 'toddler', 'great']","{'leaks': 'positive', 'reach': 'positive', 'weight': 'positive', 'skeptical': 'positive', 'problems': 'positive', 'hoses': 'positive', 'light': 'positive', 'toddler': 'positive', 'great': 'positive'}"
"Pretty blouse, wished I had ordered a size smaller","Very pretty blouse, flowing, light weight, flattering, but I wish I had ordered a medium. There is a charge to return, so I will keep and see if I can shrink polyester. For reference I am 5'7"" 169 lbs. and purchased a large, but a medium would have fit better.",positive,positive,"['pretty', 'size', 'blouse']","{'pretty': 'positive', 'size': 'positive', 'blouse': 'positive'}","['polyester', 'weight', 'medium', 'flattering', 'large', 'light', 'charge', 'reference', 'lbs', 'blouse']","{'polyester': 'positive', 'weight': 'positive', 'medium': 'positive', 'flattering': 'positive', 'large': 'positive', 'light': 'positive', 'charge': 'positive', 'reference': 'positive', 'lbs': 'positive', 'blouse': 'positive'}"
Perfect,A very good fit. I like it>,positive,positive,['perfect'],{'perfect': 'positive'},"['good', 'fit']","{'good': 'positive', 'fit': 'positive'}"
Fake! Not original product!!!,These are knockoffs! Not original. Original are made in USA. These have a foreign language written on them and are made in Vietnam. Returning them.,negative,negative,"['original', 'fake', 'product']","{'original': 'negative', 'fake': 'negative', 'product': 'negative'}","['original', 'knockoffs', 'language', 'vietnam', 'usa', 'foreign']","{'original': 'negative', 'knockoffs': 'negative', 'language': 'negative', 'vietnam': 'negative', 'usa': 'negative', 'foreign': 'negative'}"
Good light for the money.,"Purchased these as back up lights for my extra off duty car. Lights work great worth the money, this is the 3 set I’ve had. All three still work and are in use on other vehicles.",positive,positive,"['money', 'good', 'light']","{'money': 'positive', 'good': 'positive', 'light': 'positive'}","['set', 'work', 'extra', 'lights', 've', 'use', 'other', 'money', 'car', 'duty', 'vehicles', 'great']","{'set': 'positive', 'work': 'positive', 'extra': 'positive', 'lights': 'positive', 've': 'positive', 'use': 'positive', 'other': 'positive', 'money': 'positive', 'car': 'positive', 'duty': 'positive', 'vehicles': 'positive', 'great': 'positive'}"
Flimsy,Tore when my adult child put it on. Their thumb went right through it.,neutral,neutral,['flimsy'],{'flimsy': 'neutral'},"['thumb', 'adult', 'child']","{'thumb': 'neutral', 'adult': 'neutral', 'child': 'neutral'}"
Very sturdy,COVID-19 vaccination cards fit perfectly.,neutral,positive,['sturdy'],{'sturdy': 'neutral'},"['vaccination', 'cards', 'covid-19']","{'vaccination': 'positive', 'cards': 'positive', 'covid-19': 'positive'}"
Nice toothbrushes,"My first electric toothbrush and I love it. My teeth feel almost like I just had a cleaning at the dentist. It’s easy to use, no issues. Great value and I love that it came with lots of extra brushes and travel cases.",positive,positive,"['toothbrushes', 'nice']","{'toothbrushes': 'positive', 'nice': 'positive'}","['electric', 'my', 'toothbrush', 'feel', 'cleaning', 'dentist', 'brushes', 'cases', 'first', 'easy', 'value', 'lots', 's', 'extra', 'teeth', 'issues', 'great', 'travel']","{'electric': 'positive', 'my': 'positive', 'toothbrush': 'positive', 'feel': 'positive', 'cleaning': 'positive', 'dentist': 'positive', 'brushes': 'positive', 'cases': 'positive', 'first': 'positive', 'easy': 'positive', 'value': 'positive', 'lots': 'positive', 's': 'positive', 'extra': 'positive', 'teeth': 'positive', 'issues': 'positive', 'great': 'positive', 'travel': 'positive'}"
Leg day game changer!,These are a game changer for knee comfort during training! They also work well if you pull them down to your lower leg to help cushion the leg extension or seated leg curl pad. And they help protect my shins during deadlifts.,neutral,positive,"['leg', 'game', 'changer', 'day']","{'leg': 'neutral', 'game': 'neutral', 'changer': 'neutral', 'day': 'neutral'}","['pad', 'extension', 'curl', 'comfort', 'shins', 'training', 'leg', 'changer', 'deadlifts', 'knee', 'game']","{'pad': 'positive', 'extension': 'positive', 'curl': 'positive', 'comfort': 'positive', 'shins': 'positive', 'training': 'positive', 'leg': 'positive', 'changer': 'positive', 'deadlifts': 'positive', 'knee': 'positive', 'game': 'positive'}"
So SOFT!!!,I bought two of these for nieces and nephews.... I’m keeping one and ordering another it’s so cozy!!!,neutral,neutral,['soft'],{'soft': 'neutral'},"['cozy', 'nieces', 'nephews', 'm', 's']","{'cozy': 'neutral', 'nieces': 'neutral', 'nephews': 'neutral', 'm': 'neutral', 's': 'neutral'}"
Great deal for the money.,The wallet is good quality. Plenty of slots for cards. Folds nice and slim. Came in a nice looking box.,positive,positive,"['great', 'money', 'deal']","{'great': 'positive', 'money': 'positive', 'deal': 'positive'}","['quality', 'slim', 'came', 'slots', 'folds', 'box', 'good', 'wallet', 'cards', 'nice', 'plenty']","{'quality': 'positive', 'slim': 'positive', 'came': 'positive', 'slots': 'positive', 'folds': 'positive', 'box': 'positive', 'good': 'positive', 'wallet': 'positive', 'cards': 'positive', 'nice': 'positive', 'plenty': 'positive'}"
Can't be beat for its price,Pros,neutral,neutral,['price'],{'price': 'neutral'},['pros'],{'pros': 'neutral'}
Happy and enjoy �,Satisfied for this product.!,positive,positive,"['happy', '�', 'enjoy']","{'happy': 'positive', '�': 'positive', 'enjoy': 'positive'}",['product'],{'product': 'positive'}
Great Ride!,We bought two of these (one pink and one yellow). Our 5.5 year old and 3.5 year old can both easily drive them and they both drive at speed levels that are not too fast for their age. I would recommend these if you’re looking for a great Power Wheels for your child!,positive,positive,"['ride', 'great']","{'ride': 'positive', 'great': 'positive'}","['yellow', 'power', 're', 'old', 'levels', 'wheels', 'pink', 'child', 'year', 'age', 'great', 'speed']","{'yellow': 'positive', 'power': 'positive', 're': 'positive', 'old': 'positive', 'levels': 'positive', 'wheels': 'positive', 'pink': 'positive', 'child': 'positive', 'year': 'positive', 'age': 'positive', 'great': 'positive', 'speed': 'positive'}"
Awesome product. I am very pleased with this purchase.,Versatile sturdy stand that I use for my phone. Very solid product.,positive,positive,"['pleased', 'purchase', 'awesome', 'product']","{'pleased': 'positive', 'purchase': 'positive', 'awesome': 'positive', 'product': 'positive'}","['solid', 'phone', 'product', 'versatile', 'sturdy']","{'solid': 'positive', 'phone': 'positive', 'product': 'positive', 'versatile': 'positive', 'sturdy': 'positive'}"
Terrific sponge!,Incredibly great sponge...that's something I never would have imagined I'd be saying...but it's the truth!,positive,positive,"['sponge', 'terrific']","{'sponge': 'positive', 'terrific': 'positive'}","['truth', 'great', 'something', 'sponge']","{'truth': 'positive', 'great': 'positive', 'something': 'positive', 'sponge': 'positive'}"
Great product!,"It took my 14 week old puppy some time to grasp the concept but with time and patience, now she’s a pro! I love that I can hear it even if I’m in the back of the house. She hits it with her paw and so far they have held up. If that changes u will update my review. As of now I’m so happy with this purchase and my pup is too!",positive,positive,"['product', 'great']","{'product': 'positive', 'great': 'positive'}","['paw', 'patience', 'week', 'puppy', 'concept', 'old', 'back', 'house', 'review', 'm', 'happy', 'purchase', 'pup', 'pro', 'time']","{'paw': 'positive', 'patience': 'positive', 'week': 'positive', 'puppy': 'positive', 'concept': 'positive', 'old': 'positive', 'back': 'positive', 'house': 'positive', 'review': 'positive', 'm': 'positive', 'happy': 'positive', 'purchase': 'positive', 'pup': 'positive', 'pro': 'positive', 'time': 'positive'}"
Not what it claims to be,"I ordered the rack to fit my 1 1/4"" hitch.  It's advertised as fitting either that hitch or a 2"" with the included sleeve.  I ordered it in October, didn't unpack it until May (cold winter).  Well, the rack delivered only fits a 2"" hitch, so it's useless for me.  And the return window closed 1-31!",neutral,positive,[],{},"['october', 'cold', 'useless', 'sleeve', 'window', 'hitch', 'winter', 'may', 'return', 'included', 'rack']","{'october': 'positive', 'cold': 'positive', 'useless': 'negative', 'sleeve': 'positive', 'window': 'positive', 'hitch': 'positive', 'winter': 'positive', 'may': 'positive', 'return': 'positive', 'included': 'positive', 'rack': 'positive'}"
Facil de armar,Material y fácil de armar,neutral,neutral,"['armar', 'facil']","{'armar': 'neutral', 'facil': 'neutral'}","['armar', 'material']","{'armar': 'neutral', 'material': 'neutral'}"
Great for curly hair!,Awesome product for my very curly hair!,positive,positive,"['great', 'hair']","{'great': 'positive', 'hair': 'positive'}","['awesome', 'product', 'hair']","{'awesome': 'positive', 'product': 'positive', 'hair': 'positive'}"
Terrible product not made to last more than one day. Avoid .,"Rake broke after 15 minutes of work, with two tines being pulled out of the fastening... a piece of 20 gauge wire threaded through a single hole . Terrible design.",negative,negative,"['product', 'day', 'last', 'terrible', 'avoid']","{'product': 'negative', 'day': 'negative', 'last': 'negative', 'terrible': 'negative', 'avoid': 'negative'}","['fastening', 'work', 'minutes', 'wire', 'tines', 'piece', 'hole', 'terrible', 'gauge', 'single', 'design', 'rake']","{'fastening': 'negative', 'work': 'negative', 'minutes': 'negative', 'wire': 'negative', 'tines': 'negative', 'piece': 'negative', 'hole': 'negative', 'terrible': 'negative', 'gauge': 'negative', 'single': 'negative', 'design': 'negative', 'rake': 'negative'}"
Great Product,"Product did as it stated. I applied it to many starts, and they took off and are still doing well. It is a great value for the price. Would buy again.",positive,positive,"['product', 'great']","{'product': 'positive', 'great': 'positive'}","['starts', 'product', 'value', 'price', 'many', 'great']","{'starts': 'positive', 'product': 'positive', 'value': 'positive', 'price': 'positive', 'many': 'positive', 'great': 'positive'}"
Great hose but get the extra warranty,"This hose is lightweight, doesn't kink unless you try really hard and it will flatten out if you drive over it.  We bought 2 fifty footers and one blew out right near the top.  There is an extra protective plastic for the top but it doesn't stay in place and that's where it blew out.  The good news is that the warranty replaced it but only with an Amazon credit and not cash back.",positive,positive,"['hose', 'great', 'warranty', 'extra']","{'hose': 'positive', 'great': 'positive', 'warranty': 'positive', 'extra': 'positive'}","['place', 'warranty', 'hose', 'good', 'fifty', 'footers', 'extra', 'lightweight', 'amazon', 'news', 'plastic', 'right', 'cash', 'credit', 'protective', 'top', 'hard', 'blew']","{'place': 'positive', 'warranty': 'positive', 'hose': 'positive', 'good': 'positive', 'fifty': 'positive', 'footers': 'positive', 'extra': 'positive', 'lightweight': 'positive', 'amazon': 'positive', 'news': 'positive', 'plastic': 'positive', 'right': 'positive', 'cash': 'positive', 'credit': 'positive', 'protective': 'positive', 'top': 'positive', 'hard': 'positive', 'blew': 'positive'}"
Great stuff!!!,Invigorating and refreshing scent. Nice cooling effect that wakes you up.,positive,positive,"['stuff', 'great']","{'stuff': 'positive', 'great': 'positive'}","['effect', 'scent', 'nice']","{'effect': 'positive', 'scent': 'positive', 'nice': 'positive'}"
Perfect!,Awesome. It cut through the carpet like a hot knife in butter. Definitely would recommend. Shipping was quick. Nicely packaged and a good price. Doesn't feel flimsy of cheap even though the price is affordable.,positive,positive,['perfect'],{'perfect': 'positive'},"['butter', 'knife', 'carpet', 'good', 'affordable', 'cheap', 'awesome', 'hot', 'quick', 'price', 'shipping', 'flimsy']","{'butter': 'positive', 'knife': 'positive', 'carpet': 'positive', 'good': 'positive', 'affordable': 'positive', 'cheap': 'positive', 'awesome': 'positive', 'hot': 'positive', 'quick': 'positive', 'price': 'positive', 'shipping': 'positive', 'flimsy': 'positive'}"
great mat and I loe it,I think the order was perfect. The mat was great. Thank you.,positive,positive,"['great', 'mat']","{'great': 'positive', 'mat': 'positive'}","['order', 'perfect', 'thank', 'great', 'mat']","{'order': 'positive', 'perfect': 'positive', 'thank': 'positive', 'great': 'positive', 'mat': 'positive'}"
Absolutely Amazing,"Beautiful, strudy, smooth as floating. Absolutely worth every penny. Donated all other scooter in garage.",neutral,positive,[],{},"['beautiful', 'worth', 'strudy', 'other', 'garage', 'floating', 'penny', 'scooter']","{'beautiful': 'positive', 'worth': 'positive', 'strudy': 'positive', 'other': 'positive', 'garage': 'positive', 'floating': 'positive', 'penny': 'positive', 'scooter': 'positive'}"
Works.,Works well.,neutral,neutral,['works'],{'works': 'neutral'},['works'],{'works': 'neutral'}
easy to build,My 10 year old was able to put this together. Fast shipping. It's not so sturdy but for light things its good.,positive,neutral,['easy'],{'easy': 'positive'},"['fast', 'old', 'good', 'things', 'together', 'able', 'sturdy', 'light', 'year', 'shipping']","{'fast': 'neutral', 'old': 'neutral', 'good': 'positive', 'things': 'neutral', 'together': 'neutral', 'able': 'neutral', 'sturdy': 'neutral', 'light': 'neutral', 'year': 'neutral', 'shipping': 'neutral'}"
Love the Quality and Sizes,"It's perfect for what I'm working on, the different sizes gives an optical depth effect on a flat surface, makes it more interesting for the eye",positive,positive,"['quality', 'sizes']","{'quality': 'positive', 'sizes': 'positive'}","['sizes', 'different', 'effect', 'perfect', 'flat', 'depth', 'interesting', 'eye', 'optical', 'surface']","{'sizes': 'positive', 'different': 'positive', 'effect': 'positive', 'perfect': 'positive', 'flat': 'positive', 'depth': 'positive', 'interesting': 'positive', 'eye': 'positive', 'optical': 'positive', 'surface': 'positive'}"
This is a lovely and comfortable ring.,I love this ring. I have received many compliments. It is very comfortable and true to size. It arrived in a lovely gift box.,positive,positive,"['ring', 'comfortable']","{'ring': 'positive', 'comfortable': 'positive'}","['lovely', 'ring', 'size', 'true', 'box', 'gift', 'compliments', 'comfortable', 'many']","{'lovely': 'positive', 'ring': 'positive', 'size': 'positive', 'true': 'positive', 'box': 'positive', 'gift': 'positive', 'compliments': 'positive', 'comfortable': 'positive', 'many': 'positive'}"
Did not work at all,The product did not work at all,neutral,neutral,['did'],{'did': 'neutral'},['product'],{'product': 'neutral'}
Just want I was looking for,"I've been looking for exactly this set! Nice tall grinders, easy adjustable and works wonderful. Happy customer",neutral,positive,[],{},"['tall', 'happy', 'customer', 'adjustable', 'easy', 'grinders', 'nice', 'set', 'wonderful']","{'tall': 'positive', 'happy': 'positive', 'customer': 'positive', 'adjustable': 'positive', 'easy': 'positive', 'grinders': 'positive', 'nice': 'positive', 'set': 'positive', 'wonderful': 'positive'}"
Buy it,Great product. Buy it and save your money,neutral,positive,[],{},"['product', 'great', 'money']","{'product': 'positive', 'great': 'positive', 'money': 'positive'}"
Just the right size,Perfect size for my labels and sample size soaps.,neutral,positive,"['size', 'right']","{'size': 'neutral', 'right': 'neutral'}","['labels', 'size', 'sample', 'perfect', 'soaps']","{'labels': 'positive', 'size': 'positive', 'sample': 'positive', 'perfect': 'positive', 'soaps': 'positive'}"
Loved the colors!,They are ok for the price placed them  on my garage door! One of them was peeling off just wondering how long they will last.,positive,positive,['colors'],{'colors': 'positive'},"['ok', 'last', 'garage', 'door', 'price', 'long']","{'ok': 'positive', 'last': 'positive', 'garage': 'positive', 'door': 'positive', 'price': 'positive', 'long': 'positive'}"
Gives the Gucci Tote form!,"The insert fit perfectly in my medium size gucci tote. My bag looks better with structure/form. Also it has lots of pockets for sunnies, cards, cell phone, pens, small wallet etc.",neutral,positive,"['tote', 'gucci', 'form']","{'tote': 'neutral', 'gucci': 'neutral', 'form': 'neutral'}","['size', 'pockets', 'cell', 'medium', 'phone', 'gucci', 'structure/form', 'fit', 'small', 'wallet', 'lots', 'cards', 'pens', 'sunnies', 'tote', 'insert', 'bag', 'etc']","{'size': 'positive', 'pockets': 'positive', 'cell': 'positive', 'medium': 'positive', 'phone': 'positive', 'gucci': 'positive', 'structure/form': 'positive', 'fit': 'positive', 'small': 'positive', 'wallet': 'positive', 'lots': 'positive', 'cards': 'positive', 'pens': 'positive', 'sunnies': 'positive', 'tote': 'positive', 'insert': 'positive', 'bag': 'positive', 'etc': 'positive'}"
Good,Good,positive,positive,['good'],{'good': 'positive'},['good'],{'good': 'positive'}
Not a perfect fit but it works well and costs 1/3 of the OEM part,"I replaced the original light on our 2012 Armada with this assembly. No issues getting everything hooked up, it's just a pain to get to the light. I actually liked that it didn't come with any pigtails for anything, so I just disconnected everything from the old light after I removed it from the spoiler. I didn't have to run anything back through the liftgate. The fit is not 100% perfect, as the gap at the edge between the light and the cutout in the spoiler is slightly larger than it needs to be. It's not noticeably off, though. Hard to knock it for the price - $40 plus tax. Cheapest I could find from Nissan was about $123. Next cheapest is Dorman for $90.",neutral,negative,"['perfect', 'oem', 'fit', 'part']","{'perfect': 'negative', 'oem': 'neutral', 'fit': 'negative', 'part': 'neutral'}","['edge', '%', 'light', 'next', 'armada', 'cheapest', 'pigtails', 'old', 'tax', 'cutout', 'nissan', 'assembly', 'spoiler', 'price', 'issues', 'gap', 'perfect', 'fit', 'pain', 'everything', 'dorman', 'liftgate', 'original', 'anything', 'hard']","{'edge': 'negative', '%': 'negative', 'light': 'negative', 'next': 'negative', 'armada': 'negative', 'cheapest': 'negative', 'pigtails': 'negative', 'old': 'negative', 'tax': 'negative', 'cutout': 'negative', 'nissan': 'negative', 'assembly': 'negative', 'spoiler': 'negative', 'price': 'negative', 'issues': 'negative', 'gap': 'negative', 'perfect': 'negative', 'fit': 'positive', 'pain': 'negative', 'everything': 'negative', 'dorman': 'negative', 'liftgate': 'negative', 'original': 'neutral', 'anything': 'negative', 'hard': 'negative'}"
