reviewTitle,reviewBody,aspect,categorized_aspect,sentiment
Quality chairs,We are very happy with these chairs. Easy to put together. They seem like they are made well and  good quality.,construction/making,other,positive
Great price and perfect color for me.,I appreciate being able to buy an Estee Lauder product in a small size for two reasons - I can try it out without spending a fortune - It fits nicely in my makeup bag in my small purse. I have purchased this small one twice. I even bought one for my niece. Thanks,small size,other,positive
Great price and perfect color for me.,I appreciate being able to buy an Estee Lauder product in a small size for two reasons - I can try it out without spending a fortune - It fits nicely in my makeup bag in my small purse. I have purchased this small one twice. I even bought one for my niece. Thanks,value for money,price,positive
Great price and perfect color for me.,I appreciate being able to buy an Estee Lauder product in a small size for two reasons - I can try it out without spending a fortune - It fits nicely in my makeup bag in my small purse. I have purchased this small one twice. I even bought one for my niece. Thanks,portability,other,positive
Great price and perfect color for me.,I appreciate being able to buy an Estee Lauder product in a small size for two reasons - I can try it out without spending a fortune - It fits nicely in my makeup bag in my small purse. I have purchased this small one twice. I even bought one for my niece. Thanks,product availability,other,positive
Nice design... durable and versatile,Well sized. Strong construction. Larger one can be used for crafting with tongue depresser sticks and scissors fitting nicely.,Well sized,other,positive
Nice design... durable and versatile,Well sized. Strong construction. Larger one can be used for crafting with tongue depresser sticks and scissors fitting nicely.,Strong construction,other,positive
Nice design... durable and versatile,Well sized. Strong construction. Larger one can be used for crafting with tongue depresser sticks and scissors fitting nicely.,Larger one can be used for crafting with tongue depresser sticks and scissors fitting nicely,functionality,positive
Product NOT perfect,Quick delivery.  The electronic switch works as it should. The spring catch of the body is misaligned causing the door to pop open and stop the wash cycle.  Be cautious with this distributor.,Quick delivery,service,positive
Product NOT perfect,Quick delivery.  The electronic switch works as it should. The spring catch of the body is misaligned causing the door to pop open and stop the wash cycle.  Be cautious with this distributor.,The electronic switch works as it should,functionality,positive
Product NOT perfect,Quick delivery.  The electronic switch works as it should. The spring catch of the body is misaligned causing the door to pop open and stop the wash cycle.  Be cautious with this distributor.,The spring catch of the body,other,neutral
Product NOT perfect,Quick delivery.  The electronic switch works as it should. The spring catch of the body is misaligned causing the door to pop open and stop the wash cycle.  Be cautious with this distributor.,is misaligned causing the door to pop open and stop the wash cycle,other,negative
Product NOT perfect,Quick delivery.  The electronic switch works as it should. The spring catch of the body is misaligned causing the door to pop open and stop the wash cycle.  Be cautious with this distributor.,Be cautious with this distributor,other,negative
"Sturdy, easy to assemble potty chair",I bought this for my 3 year old. She was so excited to get to use the big potty. The chair is very easy to assemble and very sturdy. I am pleased with the seat cushion it is soft and not hard plastic. My daughter loves that their are handles for her to hold to feel more comfortable. I definitely recommend for any parent potty training their little one/ones.,ease of assembly,other,positive
"Sturdy, easy to assemble potty chair",I bought this for my 3 year old. She was so excited to get to use the big potty. The chair is very easy to assemble and very sturdy. I am pleased with the seat cushion it is soft and not hard plastic. My daughter loves that their are handles for her to hold to feel more comfortable. I definitely recommend for any parent potty training their little one/ones.,sturdiness,other,positive
"Sturdy, easy to assemble potty chair",I bought this for my 3 year old. She was so excited to get to use the big potty. The chair is very easy to assemble and very sturdy. I am pleased with the seat cushion it is soft and not hard plastic. My daughter loves that their are handles for her to hold to feel more comfortable. I definitely recommend for any parent potty training their little one/ones.,seat cushion material,other,positive
"Sturdy, easy to assemble potty chair",I bought this for my 3 year old. She was so excited to get to use the big potty. The chair is very easy to assemble and very sturdy. I am pleased with the seat cushion it is soft and not hard plastic. My daughter loves that their are handles for her to hold to feel more comfortable. I definitely recommend for any parent potty training their little one/ones.,handle availability,other,positive
"Sturdy, easy to assemble potty chair",I bought this for my 3 year old. She was so excited to get to use the big potty. The chair is very easy to assemble and very sturdy. I am pleased with the seat cushion it is soft and not hard plastic. My daughter loves that their are handles for her to hold to feel more comfortable. I definitely recommend for any parent potty training their little one/ones.,recommendation for potty training,other,positive
Great Scent,The scent was great!,scent,other,positive
Vibrant colors.,I've used them for outdoor cushion seats. Added a lot of spark to my garden.,performance (adding spark to garden),functionality,positive
Great product,The ability to charge my phone while on the stand.,charging ability,other,positive
Spend more money,Three are off from the other's. None are the same and one wouldn't even come on. Of course,quality/consistency,quality,negative
Spend more money,Three are off from the other's. None are the same and one wouldn't even come on. Of course,variety/ uniqueness,other,neutral
Spend more money,Three are off from the other's. None are the same and one wouldn't even come on. Of course,functionality/power,functionality,negative
Nice,Not as shiny as it looks on website. But it has a nice vintage look. Looks like it cost way more than it does. (Ignore the blue ting in my photo it is reflecting something in the room.),appearance,appearance,neutral
Nice,Not as shiny as it looks on website. But it has a nice vintage look. Looks like it cost way more than it does. (Ignore the blue ting in my photo it is reflecting something in the room.),price,price,positive
Nice,Not as shiny as it looks on website. But it has a nice vintage look. Looks like it cost way more than it does. (Ignore the blue ting in my photo it is reflecting something in the room.),photo accuracy,other,negative
Swims like a motorboat,My Arthritic dog spends more time floating and chasing balls. I don't have to worry. Fit is fab and easily adjustable.,Arthritic dog spends more time floating and chasing balls,other,positive
Swims like a motorboat,My Arthritic dog spends more time floating and chasing balls. I don't have to worry. Fit is fab and easily adjustable.,Fit is fab and easily adjustable,other,positive
"Great compression sleeves, for winter","I use them as compression sleeves after my vein procedure. They are great for that purpose. Thick, elastic, comfortable, and good looking design patterns. Don’t think they’ll stay on if you are running or doing other exercises. They are too thick for summer but great for winter.","Thick, elastic, and comfortable",comfort,positive
"Great compression sleeves, for winter","I use them as compression sleeves after my vein procedure. They are great for that purpose. Thick, elastic, comfortable, and good looking design patterns. Don’t think they’ll stay on if you are running or doing other exercises. They are too thick for summer but great for winter.",Good looking design patterns,quality,positive
"Great compression sleeves, for winter","I use them as compression sleeves after my vein procedure. They are great for that purpose. Thick, elastic, comfortable, and good looking design patterns. Don’t think they’ll stay on if you are running or doing other exercises. They are too thick for summer but great for winter.",Not suitable for running or other exercises,other,negative
"Great compression sleeves, for winter","I use them as compression sleeves after my vein procedure. They are great for that purpose. Thick, elastic, comfortable, and good looking design patterns. Don’t think they’ll stay on if you are running or doing other exercises. They are too thick for summer but great for winter.",Too thick for summer,other,negative
Great product,Look forward to using this product  has a great scent! Will be posting a follow up very soon!,scent,other,positive
Good magnet product as described,Good magnet product as described,product,other,positive
Good magnet product as described,Good magnet product as described,description,other,neutral
Excellent affordable rangefinder watch,Easy to use and has only the features I want to use.  I highly recommend.,Easy to use,functionality,positive
Excellent affordable rangefinder watch,Easy to use and has only the features I want to use.  I highly recommend.,has only the features I want to use,functionality,positive
Excellent affordable rangefinder watch,Easy to use and has only the features I want to use.  I highly recommend.,recommendation,other,positive
Best Sheets Ever,Been sleeping on them for a few months and they get softer after every wash. Cannot imagine buying any other brand again.,softness,other,positive
Best Sheets Ever,Been sleeping on them for a few months and they get softer after every wash. Cannot imagine buying any other brand again.,brand,other,positive
Best Sheets Ever,Been sleeping on them for a few months and they get softer after every wash. Cannot imagine buying any other brand again.,washing performance,functionality,positive
Rip off it says height 7 inches barely 3 inches very unhappy,Wow this is a rip-off it said seven inches barely 3 inches it's so tiny you can't even use it for display very unhappy with this purchase not worth the value and not worth gifting,size,other,negative
Rip off it says height 7 inches barely 3 inches very unhappy,Wow this is a rip-off it said seven inches barely 3 inches it's so tiny you can't even use it for display very unhappy with this purchase not worth the value and not worth gifting,display use,functionality,negative
Rip off it says height 7 inches barely 3 inches very unhappy,Wow this is a rip-off it said seven inches barely 3 inches it's so tiny you can't even use it for display very unhappy with this purchase not worth the value and not worth gifting,value for money,price,negative
Rip off it says height 7 inches barely 3 inches very unhappy,Wow this is a rip-off it said seven inches barely 3 inches it's so tiny you can't even use it for display very unhappy with this purchase not worth the value and not worth gifting,gift-giving,other,negative
Price,"Great product, awesome price. Purchased another set for my daughter.",product,other,positive
Price,"Great product, awesome price. Purchased another set for my daughter.",price,price,positive
So bright,It's ok ????,product quality,quality,neutral
Check rear mount alignment before you scratch your fender,"It is a simple install, but I had to bend the rear mount to match the contour of the fender, which in turn cracked the paint. For $20, it will hold my bag from rubbing in my fender. It’s worth the money",simple install,other,neutral
Check rear mount alignment before you scratch your fender,"It is a simple install, but I had to bend the rear mount to match the contour of the fender, which in turn cracked the paint. For $20, it will hold my bag from rubbing in my fender. It’s worth the money",had to bend rear mount,other,negative
Check rear mount alignment before you scratch your fender,"It is a simple install, but I had to bend the rear mount to match the contour of the fender, which in turn cracked the paint. For $20, it will hold my bag from rubbing in my fender. It’s worth the money",cracked paint,other,negative
Check rear mount alignment before you scratch your fender,"It is a simple install, but I had to bend the rear mount to match the contour of the fender, which in turn cracked the paint. For $20, it will hold my bag from rubbing in my fender. It’s worth the money",holds bag from rubbing in fender,other,positive
Check rear mount alignment before you scratch your fender,"It is a simple install, but I had to bend the rear mount to match the contour of the fender, which in turn cracked the paint. For $20, it will hold my bag from rubbing in my fender. It’s worth the money",worth the money,other,positive
Finally Clean Glasses!,"Great product and great value. Cleans well, doesn't streak, and has no scent. And the cleaning clothes that are included are great also.",Great product and great value,price,positive
Finally Clean Glasses!,"Great product and great value. Cleans well, doesn't streak, and has no scent. And the cleaning clothes that are included are great also.",Cleans well,other,positive
Finally Clean Glasses!,"Great product and great value. Cleans well, doesn't streak, and has no scent. And the cleaning clothes that are included are great also.",doesn't streak,other,positive
Finally Clean Glasses!,"Great product and great value. Cleans well, doesn't streak, and has no scent. And the cleaning clothes that are included are great also.",has no scent,other,positive
Finally Clean Glasses!,"Great product and great value. Cleans well, doesn't streak, and has no scent. And the cleaning clothes that are included are great also.",cleaning clothes that are included are great also,other,positive
Great buy !,"Hair Quality is great , little to no shedding . I’ve had it for 2 months and wear it literally everyday . I got 20 inch because 24 was sold out but I will be buying it . The 20 inch length is good but I would prefer longer . It’s kinda thin but looks natural",Hair Quality,quality,positive
Great buy !,"Hair Quality is great , little to no shedding . I’ve had it for 2 months and wear it literally everyday . I got 20 inch because 24 was sold out but I will be buying it . The 20 inch length is good but I would prefer longer . It’s kinda thin but looks natural",shedding,other,positive
Great buy !,"Hair Quality is great , little to no shedding . I’ve had it for 2 months and wear it literally everyday . I got 20 inch because 24 was sold out but I will be buying it . The 20 inch length is good but I would prefer longer . It’s kinda thin but looks natural",length,other,neutral
Great buy !,"Hair Quality is great , little to no shedding . I’ve had it for 2 months and wear it literally everyday . I got 20 inch because 24 was sold out but I will be buying it . The 20 inch length is good but I would prefer longer . It’s kinda thin but looks natural",thickness,other,neutral
Easy,Easy Assembly,Assembly,other,positive
The update ruined the utilization,"We love the fire stick but with the recent update to the new format has ruined the ease of finding what you use. Having tiny icons of your most used apps is worthless. It now looks like our Samsung tv menu, which we hated, which it why we installed the fire stick. Super annoyed!",fire stick,other,positive
The update ruined the utilization,"We love the fire stick but with the recent update to the new format has ruined the ease of finding what you use. Having tiny icons of your most used apps is worthless. It now looks like our Samsung tv menu, which we hated, which it why we installed the fire stick. Super annoyed!",recent update to new format,other,negative
The update ruined the utilization,"We love the fire stick but with the recent update to the new format has ruined the ease of finding what you use. Having tiny icons of your most used apps is worthless. It now looks like our Samsung tv menu, which we hated, which it why we installed the fire stick. Super annoyed!",tiny icons of most used apps,functionality,negative
Wouldn’t buy again,A little small no padding,size,other,negative
Wouldn’t buy again,A little small no padding,padding,other,negative
Book shelf,Love the color of shelves super cute fits mini or small books only,color,appearance,positive
Book shelf,Love the color of shelves super cute fits mini or small books only,size,other,neutral
Book shelf,Love the color of shelves super cute fits mini or small books only,fit,other,positive
Good,Good,,other,positive
If you want control of light this is it,Small precise hair light,precision,other,positive
If you want control of light this is it,Small precise hair light,size,other,neutral
Read This First,"This little lamp is beautiful. The only reason I'm removing a star is because the directions are incomplete and unclear, which led to frustration and wasted time. (You must tap the electrical port to change the brightness and color, after it has charged.) This will make a great gift for a hard-to-buy-for relative.",appearance,appearance,positive
Read This First,"This little lamp is beautiful. The only reason I'm removing a star is because the directions are incomplete and unclear, which led to frustration and wasted time. (You must tap the electrical port to change the brightness and color, after it has charged.) This will make a great gift for a hard-to-buy-for relative.",instructions/directions,other,negative
Read This First,"This little lamp is beautiful. The only reason I'm removing a star is because the directions are incomplete and unclear, which led to frustration and wasted time. (You must tap the electrical port to change the brightness and color, after it has charged.) This will make a great gift for a hard-to-buy-for relative.",functionality,functionality,neutral
"Not too thick, not too thin",Like the colors and they are the right thickness to get my shoes on.,colors,appearance,positive
"Not too thick, not too thin",Like the colors and they are the right thickness to get my shoes on.,thickness,other,positive
Ecco are great shoes,I used to wear Cole Haan shoes but about 6 years ago they stopped making the nike airs so I bought a pair of Ecco . So much better quality shoes the leather is thicker . The shoes are more comfortable . I have bought 3 pair since and all 4 pair are still holding up great and I walk over 10k steps a day .,quality,quality,positive
Ecco are great shoes,I used to wear Cole Haan shoes but about 6 years ago they stopped making the nike airs so I bought a pair of Ecco . So much better quality shoes the leather is thicker . The shoes are more comfortable . I have bought 3 pair since and all 4 pair are still holding up great and I walk over 10k steps a day .,leather thickness,other,positive
Ecco are great shoes,I used to wear Cole Haan shoes but about 6 years ago they stopped making the nike airs so I bought a pair of Ecco . So much better quality shoes the leather is thicker . The shoes are more comfortable . I have bought 3 pair since and all 4 pair are still holding up great and I walk over 10k steps a day .,comfort,comfort,positive
Ecco are great shoes,I used to wear Cole Haan shoes but about 6 years ago they stopped making the nike airs so I bought a pair of Ecco . So much better quality shoes the leather is thicker . The shoes are more comfortable . I have bought 3 pair since and all 4 pair are still holding up great and I walk over 10k steps a day .,durability,quality,positive
Finally ... relief!,Extremely happy with this. Just the right amount of support for me. I bought two more!,support,service,positive
Finally ... relief!,Extremely happy with this. Just the right amount of support for me. I bought two more!,purchase experience,other,positive
A must have.,I use it for much more than celery and it's great. I bought it because of Medical Medium :),product usage,other,positive
A must have.,I use it for much more than celery and it's great. I bought it because of Medical Medium :),purchase decision,other,positive
Great for price,Great socks,Socks,other,positive
0,No,,other,negative
5/10 Stability and 3/10 for Fishing,"I don’t believe this product should be advertised as a fishing kayak, as shown in the photographs provided. The stability of this kayak is also less than I expected when trying to fish off the side of it. Despite this the kayak does seem durable, fits in the trunk of a coupé with room to spare, was shipped quickly and with all the advertised pieces. Just aware that the warranty is not active for amazon purchases. I’ve decided to purchase the 285FPB from their official website, as it was advertised as strictly a fishing device.",Durability,quality,neutral
5/10 Stability and 3/10 for Fishing,"I don’t believe this product should be advertised as a fishing kayak, as shown in the photographs provided. The stability of this kayak is also less than I expected when trying to fish off the side of it. Despite this the kayak does seem durable, fits in the trunk of a coupé with room to spare, was shipped quickly and with all the advertised pieces. Just aware that the warranty is not active for amazon purchases. I’ve decided to purchase the 285FPB from their official website, as it was advertised as strictly a fishing device.",Stability,other,negative
5/10 Stability and 3/10 for Fishing,"I don’t believe this product should be advertised as a fishing kayak, as shown in the photographs provided. The stability of this kayak is also less than I expected when trying to fish off the side of it. Despite this the kayak does seem durable, fits in the trunk of a coupé with room to spare, was shipped quickly and with all the advertised pieces. Just aware that the warranty is not active for amazon purchases. I’ve decided to purchase the 285FPB from their official website, as it was advertised as strictly a fishing device.",Advertising accuracy,other,negative
5/10 Stability and 3/10 for Fishing,"I don’t believe this product should be advertised as a fishing kayak, as shown in the photographs provided. The stability of this kayak is also less than I expected when trying to fish off the side of it. Despite this the kayak does seem durable, fits in the trunk of a coupé with room to spare, was shipped quickly and with all the advertised pieces. Just aware that the warranty is not active for amazon purchases. I’ve decided to purchase the 285FPB from their official website, as it was advertised as strictly a fishing device.",Shipment speed,other,positive
5/10 Stability and 3/10 for Fishing,"I don’t believe this product should be advertised as a fishing kayak, as shown in the photographs provided. The stability of this kayak is also less than I expected when trying to fish off the side of it. Despite this the kayak does seem durable, fits in the trunk of a coupé with room to spare, was shipped quickly and with all the advertised pieces. Just aware that the warranty is not active for amazon purchases. I’ve decided to purchase the 285FPB from their official website, as it was advertised as strictly a fishing device.",Warranty,other,negative
5/10 Stability and 3/10 for Fishing,"I don’t believe this product should be advertised as a fishing kayak, as shown in the photographs provided. The stability of this kayak is also less than I expected when trying to fish off the side of it. Despite this the kayak does seem durable, fits in the trunk of a coupé with room to spare, was shipped quickly and with all the advertised pieces. Just aware that the warranty is not active for amazon purchases. I’ve decided to purchase the 285FPB from their official website, as it was advertised as strictly a fishing device.",Fitting in trunk of a coupé,other,neutral
5/10 Stability and 3/10 for Fishing,"I don’t believe this product should be advertised as a fishing kayak, as shown in the photographs provided. The stability of this kayak is also less than I expected when trying to fish off the side of it. Despite this the kayak does seem durable, fits in the trunk of a coupé with room to spare, was shipped quickly and with all the advertised pieces. Just aware that the warranty is not active for amazon purchases. I’ve decided to purchase the 285FPB from their official website, as it was advertised as strictly a fishing device.",Pieces included,other,positive
They save time and wasted potatoes,Peel potatoes,peeling potatoes,other,neutral
Good system,It’s a great system. Plays well. And the graphics are amazing. It’s a PlayStation. It sells itself,system,other,positive
Good system,It’s a great system. Plays well. And the graphics are amazing. It’s a PlayStation. It sells itself,plays well,other,positive
Good system,It’s a great system. Plays well. And the graphics are amazing. It’s a PlayStation. It sells itself,graphics,other,positive
works great - great color,love these colors - need to find larger bottles!!!,colors,appearance,positive
works great - great color,love these colors - need to find larger bottles!!!,bottle size,other,neutral
Worked great for road trip,It was easy to install and worked great for the family road trip.,installation ease,other,positive
Worked great for road trip,It was easy to install and worked great for the family road trip.,performance during road trip,functionality,positive
Olive Oil?,This product is just olive oil with calendula flowers added. Who knows how much calendula,product composition,other,negative
Olive Oil?,This product is just olive oil with calendula flowers added. Who knows how much calendula,unknown quantity of calendula,other,neutral
Stick with what you know.,The blade doesn't cut well at all. It is not smooth and vibrates I had to take it off the saw after a few cuts. I have 4 other saws and have used these type of saws for years that is concrete / demo saws.,cutting quality,quality,negative
Stick with what you know.,The blade doesn't cut well at all. It is not smooth and vibrates I had to take it off the saw after a few cuts. I have 4 other saws and have used these type of saws for years that is concrete / demo saws.,smoothness,other,negative
Stick with what you know.,The blade doesn't cut well at all. It is not smooth and vibrates I had to take it off the saw after a few cuts. I have 4 other saws and have used these type of saws for years that is concrete / demo saws.,vibration,other,negative
Cute Cute Cute,Very Cute!  Fast shipping,cuteness,other,positive
Cute Cute Cute,Very Cute!  Fast shipping,shipping speed,service,positive
Artfully crafted cobalt drinking glasses,"I am thrilled with my purchase! Perfect size, thickness, weight, and beautiful cobalt color. I for sure will order more from NOVICA. Definitely worth the wait, all the way from Mexico! Quality shipping packaging.",size,other,positive
Artfully crafted cobalt drinking glasses,"I am thrilled with my purchase! Perfect size, thickness, weight, and beautiful cobalt color. I for sure will order more from NOVICA. Definitely worth the wait, all the way from Mexico! Quality shipping packaging.",thickness,other,positive
Artfully crafted cobalt drinking glasses,"I am thrilled with my purchase! Perfect size, thickness, weight, and beautiful cobalt color. I for sure will order more from NOVICA. Definitely worth the wait, all the way from Mexico! Quality shipping packaging.",weight,other,positive
Artfully crafted cobalt drinking glasses,"I am thrilled with my purchase! Perfect size, thickness, weight, and beautiful cobalt color. I for sure will order more from NOVICA. Definitely worth the wait, all the way from Mexico! Quality shipping packaging.",cobalt color,appearance,positive
Artfully crafted cobalt drinking glasses,"I am thrilled with my purchase! Perfect size, thickness, weight, and beautiful cobalt color. I for sure will order more from NOVICA. Definitely worth the wait, all the way from Mexico! Quality shipping packaging.",quality shipping packaging,quality,positive
Good quality,"True to fit for the most part, the hip area of the pants are a little big on me but i love the color and quality",true to fit,other,neutral
Good quality,"True to fit for the most part, the hip area of the pants are a little big on me but i love the color and quality",color,appearance,positive
Good quality,"True to fit for the most part, the hip area of the pants are a little big on me but i love the color and quality",quality,quality,positive
Good quality,"True to fit for the most part, the hip area of the pants are a little big on me but i love the color and quality",hip area of the pants are a little big on me,other,negative
Awesome for book shelves & tea shelf,Small but very strong and sturdy. I know they’ll hold up these bookshelves perfectly.,strength,other,positive
Awesome for book shelves & tea shelf,Small but very strong and sturdy. I know they’ll hold up these bookshelves perfectly.,sturdiness,other,positive
Awesome for book shelves & tea shelf,Small but very strong and sturdy. I know they’ll hold up these bookshelves perfectly.,ability to hold up bookshelves,other,positive
"Great product.  Holds our 100+ pound part ""sled dog"" back",Product works great.  Freed my hands when I'm hiking so I can use my hiking poles.,Product,other,positive
"Great product.  Holds our 100+ pound part ""sled dog"" back",Product works great.  Freed my hands when I'm hiking so I can use my hiking poles.,Hands,other,positive
"Great product.  Holds our 100+ pound part ""sled dog"" back",Product works great.  Freed my hands when I'm hiking so I can use my hiking poles.,Hiking,other,positive
Bit by rip-off shark,"poor craftsmanship, amateur paint, non-realistic characterization, not fit for a 2-year old or older.",craftsmanship,other,negative
Bit by rip-off shark,"poor craftsmanship, amateur paint, non-realistic characterization, not fit for a 2-year old or older.",paint,other,negative
Bit by rip-off shark,"poor craftsmanship, amateur paint, non-realistic characterization, not fit for a 2-year old or older.",characterization,other,negative
Bit by rip-off shark,"poor craftsmanship, amateur paint, non-realistic characterization, not fit for a 2-year old or older.",fitness for a child,other,negative
Super easy.,Everything you need for an oil change except an oil filter wrench,oil change,other,positive
Super easy.,Everything you need for an oil change except an oil filter wrench,oxygen filter wrench,other,negative
Best cup warmer ever,So far everything is great!,product,other,positive
Not breathable,"I suppose I should have been more suspicious about a mattress cover that claimed to be both breathable and water-proof. The inside of it is lined with some sort of plastic or rubber, which may be waterproof, but is not breathable. You can test this yourself, put it against your lips and blow. No air passes through. There's a softer fabric over the top, but that's not going to provide any sort of air flow. If you have a mattress that's supposed to be breathable or have a cooling effect, a sheet of plastic between you and it pretty much nullifies the effect.",,,
Good,Working,working,functionality,positive
Nice Product,Worth it.. because of nice features like monitoring energy.. I am using for morning breakfast egg boiler.. scheduling is super nice. very happy with purchase,monitoring energy,other,positive
Nice Product,Worth it.. because of nice features like monitoring energy.. I am using for morning breakfast egg boiler.. scheduling is super nice. very happy with purchase,nice features,other,positive
Nice Product,Worth it.. because of nice features like monitoring energy.. I am using for morning breakfast egg boiler.. scheduling is super nice. very happy with purchase,scheduling,other,positive
Nice Product,Worth it.. because of nice features like monitoring energy.. I am using for morning breakfast egg boiler.. scheduling is super nice. very happy with purchase,purchase,other,positive
Love it,My kids love it. It helps them organize their dolls and accessories,helps with organization,other,positive
Love it,My kids love it. It helps them organize their dolls and accessories,product for kids' toys,other,neutral
Loooooves it!,Gave as a Christmas gift and the giftee can’t stop praising it. The pic is clear and the size is huge.,pic,other,positive
Loooooves it!,Gave as a Christmas gift and the giftee can’t stop praising it. The pic is clear and the size is huge.,size,other,positive
Es hermoso!!!,"Leí los comentarios y note que las tallas no eran exactas, fui precavida y compré una talla menos, le va quedar perfecto!!! Es hermoso, excelente calidad �",tallas,other,negative
Es hermoso!!!,"Leí los comentarios y note que las tallas no eran exactas, fui precavida y compré una talla menos, le va quedar perfecto!!! Es hermoso, excelente calidad �",calidad,other,positive
colors don't match,Seems too thick and doesn't match skin.  The colors look different than shown and very hard to find one to match skin.,thickness,other,negative
colors don't match,Seems too thick and doesn't match skin.  The colors look different than shown and very hard to find one to match skin.,color match,appearance,negative
colors don't match,Seems too thick and doesn't match skin.  The colors look different than shown and very hard to find one to match skin.,product image accuracy,other,negative
They fit.,"The undies are soft, stretchy and comfortable.",softness,other,positive
They fit.,"The undies are soft, stretchy and comfortable.",stretchiness,other,positive
They fit.,"The undies are soft, stretchy and comfortable.",comfort,comfort,positive
Works well,"this works great, very slim design and intuitive. All charging ports/stations work well, I like that you can just use the single charging station for the phone and separate the iWatch and AirPod. Perfect for office or in home.",slim design,quality,positive
Works well,"this works great, very slim design and intuitive. All charging ports/stations work well, I like that you can just use the single charging station for the phone and separate the iWatch and AirPod. Perfect for office or in home.",intuitive,other,positive
Works well,"this works great, very slim design and intuitive. All charging ports/stations work well, I like that you can just use the single charging station for the phone and separate the iWatch and AirPod. Perfect for office or in home.",charging ports/stations work well,other,positive
Works well,"this works great, very slim design and intuitive. All charging ports/stations work well, I like that you can just use the single charging station for the phone and separate the iWatch and AirPod. Perfect for office or in home.",perfect for office or in home,other,positive
Hurry up to purchase!,Best phone of 2020,phone,other,positive
Bad,Did not last after first wash,durability,quality,negative
The best stylus I’ve ever purchased.,"This stylus is the best stylus I’ve ever purchased. The fiber tip is soft and easy to use. The clear disk tip—well i didn’t think at first it would work as well as a regular point rip, but it does and even better then my other tip stylus’s.",fiber tip,other,positive
The best stylus I’ve ever purchased.,"This stylus is the best stylus I’ve ever purchased. The fiber tip is soft and easy to use. The clear disk tip—well i didn’t think at first it would work as well as a regular point rip, but it does and even better then my other tip stylus’s.",clear disk tip,other,positive
The best stylus I’ve ever purchased.,"This stylus is the best stylus I’ve ever purchased. The fiber tip is soft and easy to use. The clear disk tip—well i didn’t think at first it would work as well as a regular point rip, but it does and even better then my other tip stylus’s.",regular point rip,other,neutral
Most comfortable pillows for the price,Had these for 2 months and they're still very comfortable.  I really like them. For me these are the  best pillows to sleep on.,comfort,comfort,positive
Most comfortable pillows for the price,Had these for 2 months and they're still very comfortable.  I really like them. For me these are the  best pillows to sleep on.,pillows to sleep on,other,positive
Sharp sturdy knife set,"Seemingly great set of knives, comfortable in your hand, extremely sharp.",set of knives,other,positive
Sharp sturdy knife set,"Seemingly great set of knives, comfortable in your hand, extremely sharp.",comfortable in your hand,comfort,positive
Sharp sturdy knife set,"Seemingly great set of knives, comfortable in your hand, extremely sharp.",extremely sharp,other,positive
Just what I needed,Perfect for home and travel.,home,other,neutral
Just what I needed,Perfect for home and travel.,travel,other,positive
good value,does what its supposed to do,functionality,functionality,neutral
Great robot vacuum for a great price,Great vacuum for a great price. This is the first robot vacuum we have purchased. It is simple to operate and is great for picking up the daily dust and and hair they the week to keep things looking good and has helped cut back on use of our upright corded vacuum.,price,price,positive
Great robot vacuum for a great price,Great vacuum for a great price. This is the first robot vacuum we have purchased. It is simple to operate and is great for picking up the daily dust and and hair they the week to keep things looking good and has helped cut back on use of our upright corded vacuum.,operation,other,positive
Great robot vacuum for a great price,Great vacuum for a great price. This is the first robot vacuum we have purchased. It is simple to operate and is great for picking up the daily dust and and hair they the week to keep things looking good and has helped cut back on use of our upright corded vacuum.,effectiveness in picking up dust and hair,other,positive
Great robot vacuum for a great price,Great vacuum for a great price. This is the first robot vacuum we have purchased. It is simple to operate and is great for picking up the daily dust and and hair they the week to keep things looking good and has helped cut back on use of our upright corded vacuum.,comparison to upright corded vacuum,other,positive
Superb Quality,Fits exactly how I imagined. Quality of material is amazing and soft. Will definitely purchase again,Fits exactly how I imagined.,other,positive
Superb Quality,Fits exactly how I imagined. Quality of material is amazing and soft. Will definitely purchase again,Quality of material,quality,positive
Superb Quality,Fits exactly how I imagined. Quality of material is amazing and soft. Will definitely purchase again,soft,other,positive
good  product,great price,price,price,positive
Don’t work.,These doesn’t work. Don’t stick to face nor does it do anything to the bumps. Also isn’t sheer and you can tell their on your face.,Stickiness to face,other,negative
Don’t work.,These doesn’t work. Don’t stick to face nor does it do anything to the bumps. Also isn’t sheer and you can tell their on your face.,Effectiveness on bumps,other,negative
Don’t work.,These doesn’t work. Don’t stick to face nor does it do anything to the bumps. Also isn’t sheer and you can tell their on your face.,Sheerness of product,other,negative
Fast shipping,Came pretty fast good quality filter,quality,quality,positive
Fast shipping,Came pretty fast good quality filter,speed,other,positive
Very short draw string,"While I do like the pattern, they are on the smaller side and the draw string is way to short. I ordered a XXL and the string to tighten the shorts should of been 59"" for that size. As it was, I measured mine at 55"" and couldn't even tie a bow this when you put the shorts on, the string pulls inside the string hole this making it very difficult to pull back out. That's a key component this why I knocked 3 stars off. Had to buy 2 64"" draw strings at $12 just to be able to tie an appropriate not so pants stay up.",pattern,other,positive
Very short draw string,"While I do like the pattern, they are on the smaller side and the draw string is way to short. I ordered a XXL and the string to tighten the shorts should of been 59"" for that size. As it was, I measured mine at 55"" and couldn't even tie a bow this when you put the shorts on, the string pulls inside the string hole this making it very difficult to pull back out. That's a key component this why I knocked 3 stars off. Had to buy 2 64"" draw strings at $12 just to be able to tie an appropriate not so pants stay up.",size,other,neutral
