reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
They save time and wasted potatoes,Peel potatoes,negative,neutral,"['time', 'potatoes']","[{'aspect': 'time', 'negative': np.float32(0.038536567), 'neutral': np.float32(0.025272548), 'positive': np.float32(0.93619084)}, {'aspect': 'potatoes', 'negative': np.float32(0.9817547), 'neutral': np.float32(0.008115674), 'positive': np.float32(0.010129711)}]","['Peel', 'potatoes']","[{'aspect': 'Peel', 'negative': np.float32(0.0055360715), 'neutral': np.float32(0.9810807), 'positive': np.float32(0.013383285)}, {'aspect': 'potatoes', 'negative': np.float32(0.06185971), 'neutral': np.float32(0.8998822), 'positive': np.float32(0.03825805)}]"
Good system,It’s a great system. Plays well. And the graphics are amazing. It’s a PlayStation. It sells itself,positive,positive,['system'],"[{'aspect': 'system', 'negative': np.float32(0.0005805774), 'neutral': np.float32(0.0021869072), 'positive': np.float32(0.9972325)}]","['graphics', 'system', 'PlayStation']","[{'aspect': 'graphics', 'negative': np.float32(0.000643554), 'neutral': np.float32(0.0017140298), 'positive': np.float32(0.99764234)}, {'aspect': 'system', 'negative': np.float32(0.00062481407), 'neutral': np.float32(0.0031953221), 'positive': np.float32(0.9961798)}, {'aspect': 'PlayStation', 'negative': np.float32(0.0026995444), 'neutral': np.float32(0.10545912), 'positive': np.float32(0.89184135)}]"
works great - great color,love these colors - need to find larger bottles!!!,positive,positive,['color'],"[{'aspect': 'color', 'negative': np.float32(0.0003776946), 'neutral': np.float32(0.0010667198), 'positive': np.float32(0.9985556)}]","['bottles', 'colors']","[{'aspect': 'bottles', 'negative': np.float32(0.02642981), 'neutral': np.float32(0.037376735), 'positive': np.float32(0.93619347)}, {'aspect': 'colors', 'negative': np.float32(0.00041682814), 'neutral': np.float32(0.001153667), 'positive': np.float32(0.9984295)}]"
Worked great for road trip,It was easy to install and worked great for the family road trip.,neutral,neutral,"['road', 'trip']","[{'aspect': 'road', 'negative': np.float32(0.011344787), 'neutral': np.float32(0.57583606), 'positive': np.float32(0.4128192)}, {'aspect': 'trip', 'negative': np.float32(0.0028035508), 'neutral': np.float32(0.9797989), 'positive': np.float32(0.017397512)}]","['road', 'family', 'trip']","[{'aspect': 'road', 'negative': np.float32(0.004460346), 'neutral': np.float32(0.8733971), 'positive': np.float32(0.12214252)}, {'aspect': 'family', 'negative': np.float32(0.0030792013), 'neutral': np.float32(0.96774006), 'positive': np.float32(0.029180748)}, {'aspect': 'trip', 'negative': np.float32(0.001960769), 'neutral': np.float32(0.97522324), 'positive': np.float32(0.022815945)}]"
Olive Oil?,This product is just olive oil with calendula flowers added. Who knows how much calendula,neutral,neutral,"['Olive', 'Oil']","[{'aspect': 'Olive', 'negative': np.float32(0.009417449), 'neutral': np.float32(0.981777), 'positive': np.float32(0.008805503)}, {'aspect': 'Oil', 'negative': np.float32(0.025384238), 'neutral': np.float32(0.95586663), 'positive': np.float32(0.018749155)}]","['calendula', 'product', 'oil', 'flowers']","[{'aspect': 'calendula', 'negative': np.float32(0.04606567), 'neutral': np.float32(0.83145255), 'positive': np.float32(0.12248181)}, {'aspect': 'product', 'negative': np.float32(0.021292863), 'neutral': np.float32(0.9322212), 'positive': np.float32(0.04648595)}, {'aspect': 'oil', 'negative': np.float32(0.024132496), 'neutral': np.float32(0.87333167), 'positive': np.float32(0.102535844)}, {'aspect': 'flowers', 'negative': np.float32(0.043168724), 'neutral': np.float32(0.78179884), 'positive': np.float32(0.17503247)}]"
Stick with what you know.,The blade doesn't cut well at all. It is not smooth and vibrates I had to take it off the saw after a few cuts. I have 4 other saws and have used these type of saws for years that is concrete / demo saws.,neutral,neutral,[],[],"['cuts', 'saws', 'type', 'saw', 'years', 'blade', 'demo']","[{'aspect': 'cuts', 'negative': np.float32(0.8960393), 'neutral': np.float32(0.09928253), 'positive': np.float32(0.0046781315)}, {'aspect': 'saws', 'negative': np.float32(0.009537901), 'neutral': np.float32(0.98701745), 'positive': np.float32(0.0034446234)}, {'aspect': 'type', 'negative': np.float32(0.023159046), 'neutral': np.float32(0.97110826), 'positive': np.float32(0.0057327254)}, {'aspect': 'saw', 'negative': np.float32(0.035198115), 'neutral': np.float32(0.9614833), 'positive': np.float32(0.0033186201)}, {'aspect': 'years', 'negative': np.float32(0.010631464), 'neutral': np.float32(0.9803084), 'positive': np.float32(0.009060086)}, {'aspect': 'blade', 'negative': np.float32(0.99329776), 'neutral': np.float32(0.004379591), 'positive': np.float32(0.0023226582)}, {'aspect': 'demo', 'negative': np.float32(0.004995733), 'neutral': np.float32(0.99372864), 'positive': np.float32(0.0012756545)}]"
Cute Cute Cute,Very Cute!  Fast shipping,positive,positive,['Cute'],"[{'aspect': 'Cute', 'negative': np.float32(0.03865584), 'neutral': np.float32(0.07964847), 'positive': np.float32(0.8816957)}]",['shipping'],"[{'aspect': 'shipping', 'negative': np.float32(0.00087363954), 'neutral': np.float32(0.004116278), 'positive': np.float32(0.99501014)}]"
Artfully crafted cobalt drinking glasses,"I am thrilled with my purchase! Perfect size, thickness, weight, and beautiful cobalt color. I for sure will order more from NOVICA. Definitely worth the wait, all the way from Mexico! Quality shipping packaging.",positive,positive,"['glasses', 'cobalt']","[{'aspect': 'glasses', 'negative': np.float32(0.0023402988), 'neutral': np.float32(0.04608717), 'positive': np.float32(0.9515726)}, {'aspect': 'cobalt', 'negative': np.float32(0.0017968778), 'neutral': np.float32(0.017438982), 'positive': np.float32(0.98076415)}]","['Mexico', 'cobalt', 'NOVICA', 'color', 'weight', 'shipping', 'size', 'wait', 'thickness', 'packaging', 'purchase', 'way']","[{'aspect': 'Mexico', 'negative': np.float32(0.008765945), 'neutral': np.float32(0.43883467), 'positive': np.float32(0.55239934)}, {'aspect': 'cobalt', 'negative': np.float32(0.00096833066), 'neutral': np.float32(0.00259992), 'positive': np.float32(0.9964317)}, {'aspect': 'NOVICA', 'negative': np.float32(0.0014217753), 'neutral': np.float32(0.009407171), 'positive': np.float32(0.9891711)}, {'aspect': 'color', 'negative': np.float32(0.00081489066), 'neutral': np.float32(0.002062228), 'positive': np.float32(0.9971228)}, {'aspect': 'weight', 'negative': np.float32(0.001224662), 'neutral': np.float32(0.0059236763), 'positive': np.float32(0.9928517)}, {'aspect': 'shipping', 'negative': np.float32(0.0022256444), 'neutral': np.float32(0.0068830014), 'positive': np.float32(0.9908914)}, {'aspect': 'size', 'negative': np.float32(0.0009779701), 'neutral': np.float32(0.0035276646), 'positive': np.float32(0.99549437)}, {'aspect': 'wait', 'negative': np.float32(0.004356863), 'neutral': np.float32(0.009154476), 'positive': np.float32(0.98648864)}, {'aspect': 'thickness', 'negative': np.float32(0.0010304739), 'neutral': np.float32(0.0040415754), 'positive': np.float32(0.994928)}, {'aspect': 'packaging', 'negative': np.float32(0.002318261), 'neutral': np.float32(0.0059751915), 'positive': np.float32(0.9917066)}, {'aspect': 'purchase', 'negative': np.float32(0.001033388), 'neutral': np.float32(0.0026740842), 'positive': np.float32(0.99629253)}, {'aspect': 'way', 'negative': np.float32(0.025660038), 'neutral': np.float32(0.37717545), 'positive': np.float32(0.5971645)}]"
Good quality,"True to fit for the most part, the hip area of the pants are a little big on me but i love the color and quality",positive,positive,['quality'],"[{'aspect': 'quality', 'negative': np.float32(0.00044976338), 'neutral': np.float32(0.0027140866), 'positive': np.float32(0.99683607)}]","['quality', 'area', 'part', 'color', 'pants', 'hip']","[{'aspect': 'quality', 'negative': np.float32(0.0046278858), 'neutral': np.float32(0.008035134), 'positive': np.float32(0.98733693)}, {'aspect': 'area', 'negative': np.float32(0.086405836), 'neutral': np.float32(0.09558062), 'positive': np.float32(0.81801355)}, {'aspect': 'part', 'negative': np.float32(0.023847915), 'neutral': np.float32(0.049705885), 'positive': np.float32(0.9264462)}, {'aspect': 'color', 'negative': np.float32(0.0018744506), 'neutral': np.float32(0.0031622609), 'positive': np.float32(0.9949633)}, {'aspect': 'pants', 'negative': np.float32(0.14046396), 'neutral': np.float32(0.16724312), 'positive': np.float32(0.6922929)}, {'aspect': 'hip', 'negative': np.float32(0.97498304), 'neutral': np.float32(0.013692099), 'positive': np.float32(0.011324787)}]"
Awesome for book shelves & tea shelf,Small but very strong and sturdy. I know they’ll hold up these bookshelves perfectly.,positive,neutral,"['Awesome', 'shelves', 'tea', 'book', 'shelf']","[{'aspect': 'Awesome', 'negative': np.float32(0.0008204425), 'neutral': np.float32(0.0069781654), 'positive': np.float32(0.9922013)}, {'aspect': 'shelves', 'negative': np.float32(0.0007184899), 'neutral': np.float32(0.0029767132), 'positive': np.float32(0.99630475)}, {'aspect': 'tea', 'negative': np.float32(0.0063867774), 'neutral': np.float32(0.04920486), 'positive': np.float32(0.94440836)}, {'aspect': 'book', 'negative': np.float32(0.0008144068), 'neutral': np.float32(0.0056677274), 'positive': np.float32(0.9935179)}, {'aspect': 'shelf', 'negative': np.float32(0.001219313), 'neutral': np.float32(0.010348743), 'positive': np.float32(0.9884319)}]",['bookshelves'],"[{'aspect': 'bookshelves', 'negative': np.float32(0.009827581), 'neutral': np.float32(0.6852032), 'positive': np.float32(0.30496925)}]"
"Great product.  Holds our 100+ pound part ""sled dog"" back",Product works great.  Freed my hands when I'm hiking so I can use my hiking poles.,positive,positive,"['product', 'pound', 'dog', 'part']","[{'aspect': 'product', 'negative': np.float32(0.0005049041), 'neutral': np.float32(0.0011058493), 'positive': np.float32(0.99838924)}, {'aspect': 'pound', 'negative': np.float32(0.015800213), 'neutral': np.float32(0.062301025), 'positive': np.float32(0.9218988)}, {'aspect': 'dog', 'negative': np.float32(0.014601303), 'neutral': np.float32(0.34618214), 'positive': np.float32(0.6392166)}, {'aspect': 'part', 'negative': np.float32(0.017738152), 'neutral': np.float32(0.5057823), 'positive': np.float32(0.47647947)}]","['Product', 'hiking', 'hands', 'poles']","[{'aspect': 'Product', 'negative': np.float32(0.0005742545), 'neutral': np.float32(0.0015990193), 'positive': np.float32(0.99782676)}, {'aspect': 'hiking', 'negative': np.float32(0.0013036928), 'neutral': np.float32(0.9948718), 'positive': np.float32(0.003824379)}, {'aspect': 'hands', 'negative': np.float32(0.009698921), 'neutral': np.float32(0.03177018), 'positive': np.float32(0.9585309)}, {'aspect': 'poles', 'negative': np.float32(0.005549453), 'neutral': np.float32(0.6849087), 'positive': np.float32(0.3095419)}]"
Bit by rip-off shark,"poor craftsmanship, amateur paint, non-realistic characterization, not fit for a 2-year old or older.",negative,negative,"['Bit', 'shark']","[{'aspect': 'Bit', 'negative': np.float32(0.9464783), 'neutral': np.float32(0.05136481), 'positive': np.float32(0.0021568406)}, {'aspect': 'shark', 'negative': np.float32(0.9967435), 'neutral': np.float32(0.0023359272), 'positive': np.float32(0.00092066097)}]","['craftsmanship', 'year', 'characterization', 'paint']","[{'aspect': 'craftsmanship', 'negative': np.float32(0.9959875), 'neutral': np.float32(0.0015694124), 'positive': np.float32(0.0024431334)}, {'aspect': 'year', 'negative': np.float32(0.685322), 'neutral': np.float32(0.31002885), 'positive': np.float32(0.0046491246)}, {'aspect': 'characterization', 'negative': np.float32(0.99536324), 'neutral': np.float32(0.0011270056), 'positive': np.float32(0.0035097364)}, {'aspect': 'paint', 'negative': np.float32(0.9955903), 'neutral': np.float32(0.0015725673), 'positive': np.float32(0.0028371504)}]"
Super easy.,Everything you need for an oil change except an oil filter wrench,neutral,negative,[],[],"['filter', 'oil', 'change', 'wrench']","[{'aspect': 'filter', 'negative': np.float32(0.8756535), 'neutral': np.float32(0.045380574), 'positive': np.float32(0.078966)}, {'aspect': 'oil', 'negative': np.float32(0.03241225), 'neutral': np.float32(0.3517176), 'positive': np.float32(0.6158701)}, {'aspect': 'change', 'negative': np.float32(0.010318754), 'neutral': np.float32(0.08918516), 'positive': np.float32(0.90049607)}, {'aspect': 'wrench', 'negative': np.float32(0.87092125), 'neutral': np.float32(0.015197026), 'positive': np.float32(0.11388175)}]"
Best cup warmer ever,So far everything is great!,positive,neutral,['cup'],"[{'aspect': 'cup', 'negative': np.float32(0.0007540347), 'neutral': np.float32(0.0020193406), 'positive': np.float32(0.99722666)}]",[],[]
Not breathable,"I suppose I should have been more suspicious about a mattress cover that claimed to be both breathable and water-proof. The inside of it is lined with some sort of plastic or rubber, which may be waterproof, but is not breathable. You can test this yourself, put it against your lips and blow. No air passes through. There's a softer fabric over the top, but that's not going to provide any sort of air flow. If you have a mattress that's supposed to be breathable or have a cooling effect, a sheet of plastic between you and it pretty much nullifies the effect.",neutral,negative,[],[],"['sort', 'effect', 'blow', 'mattress', 'inside', 'fabric', 'sheet', 'lips', 'top', 'water', 'proof', 'nullifies', 'rubber', 'plastic', 'cover', 'air', 'flow']","[{'aspect': 'sort', 'negative': np.float32(0.76822555), 'neutral': np.float32(0.10582062), 'positive': np.float32(0.12595387)}, {'aspect': 'effect', 'negative': np.float32(0.82816136), 'neutral': np.float32(0.052120406), 'positive': np.float32(0.11971819)}, {'aspect': 'blow', 'negative': np.float32(0.7745609), 'neutral': np.float32(0.16988312), 'positive': np.float32(0.055555917)}, {'aspect': 'mattress', 'negative': np.float32(0.90430313), 'neutral': np.float32(0.08284635), 'positive': np.float32(0.012850476)}, {'aspect': 'inside', 'negative': np.float32(0.96802), 'neutral': np.float32(0.025559653), 'positive': np.float32(0.0064203725)}, {'aspect': 'fabric', 'negative': np.float32(0.29812756), 'neutral': np.float32(0.07306007), 'positive': np.float32(0.6288124)}, {'aspect': 'sheet', 'negative': np.float32(0.98076105), 'neutral': np.float32(0.013849003), 'positive': np.float32(0.005389966)}, {'aspect': 'lips', 'negative': np.float32(0.30686194), 'neutral': np.float32(0.65518814), 'positive': np.float32(0.037949856)}, {'aspect': 'top', 'negative': np.float32(0.79308873), 'neutral': np.float32(0.14137456), 'positive': np.float32(0.06553672)}, {'aspect': 'water', 'negative': np.float32(0.7551403), 'neutral': np.float32(0.12146683), 'positive': np.float32(0.12339286)}, {'aspect': 'proof', 'negative': np.float32(0.76025385), 'neutral': np.float32(0.09215687), 'positive': np.float32(0.14758931)}, {'aspect': 'nullifies', 'negative': np.float32(0.801166), 'neutral': np.float32(0.06578059), 'positive': np.float32(0.13305336)}, {'aspect': 'rubber', 'negative': np.float32(0.9580608), 'neutral': np.float32(0.03059894), 'positive': np.float32(0.011340173)}, {'aspect': 'plastic', 'negative': np.float32(0.93755287), 'neutral': np.float32(0.032286093), 'positive': np.float32(0.030160993)}, {'aspect': 'cover', 'negative': np.float32(0.94586605), 'neutral': np.float32(0.03375873), 'positive': np.float32(0.020375237)}, {'aspect': 'air', 'negative': np.float32(0.9050117), 'neutral': np.float32(0.04088261), 'positive': np.float32(0.054105677)}, {'aspect': 'flow', 'negative': np.float32(0.88436246), 'neutral': np.float32(0.04827029), 'positive': np.float32(0.067367285)}]"
Good,Working,neutral,neutral,[],[],[],[]
Nice Product,Worth it.. because of nice features like monitoring energy.. I am using for morning breakfast egg boiler.. scheduling is super nice. very happy with purchase,positive,positive,"['Product', 'Nice']","[{'aspect': 'Product', 'negative': np.float32(0.00047806412), 'neutral': np.float32(0.001616291), 'positive': np.float32(0.9979056)}, {'aspect': 'Nice', 'negative': np.float32(0.0012258955), 'neutral': np.float32(0.0056911362), 'positive': np.float32(0.993083)}]","['morning', 'breakfast', 'boiler', 'egg', 'scheduling', 'purchase', 'energy', 'features']","[{'aspect': 'morning', 'negative': np.float32(0.0026906843), 'neutral': np.float32(0.852419), 'positive': np.float32(0.1448903)}, {'aspect': 'breakfast', 'negative': np.float32(0.0022371986), 'neutral': np.float32(0.9476424), 'positive': np.float32(0.050120432)}, {'aspect': 'boiler', 'negative': np.float32(0.0014547426), 'neutral': np.float32(0.02105659), 'positive': np.float32(0.97748864)}, {'aspect': 'egg', 'negative': np.float32(0.0036193323), 'neutral': np.float32(0.100837566), 'positive': np.float32(0.8955431)}, {'aspect': 'scheduling', 'negative': np.float32(0.0004255751), 'neutral': np.float32(0.00092100026), 'positive': np.float32(0.9986534)}, {'aspect': 'purchase', 'negative': np.float32(0.0007821478), 'neutral': np.float32(0.0019722194), 'positive': np.float32(0.99724567)}, {'aspect': 'energy', 'negative': np.float32(0.0032259712), 'neutral': np.float32(0.012689141), 'positive': np.float32(0.98408484)}, {'aspect': 'features', 'negative': np.float32(0.00050427485), 'neutral': np.float32(0.0019355891), 'positive': np.float32(0.99756014)}]"
Love it,My kids love it. It helps them organize their dolls and accessories,neutral,neutral,[],[],"['kids', 'accessories', 'dolls']","[{'aspect': 'kids', 'negative': np.float32(0.0064161955), 'neutral': np.float32(0.34441337), 'positive': np.float32(0.64917046)}, {'aspect': 'accessories', 'negative': np.float32(0.0014450593), 'neutral': np.float32(0.9936206), 'positive': np.float32(0.0049343533)}, {'aspect': 'dolls', 'negative': np.float32(0.0028250036), 'neutral': np.float32(0.97834706), 'positive': np.float32(0.018827975)}]"
Loooooves it!,Gave as a Christmas gift and the giftee can’t stop praising it. The pic is clear and the size is huge.,neutral,positive,[],[],"['pic', 'Christmas', 'size', 'gift', 'giftee']","[{'aspect': 'pic', 'negative': np.float32(0.00060157717), 'neutral': np.float32(0.0019488767), 'positive': np.float32(0.9974496)}, {'aspect': 'Christmas', 'negative': np.float32(0.0017640446), 'neutral': np.float32(0.97103554), 'positive': np.float32(0.027200425)}, {'aspect': 'size', 'negative': np.float32(0.0015659473), 'neutral': np.float32(0.003138459), 'positive': np.float32(0.9952956)}, {'aspect': 'gift', 'negative': np.float32(0.00877733), 'neutral': np.float32(0.7115054), 'positive': np.float32(0.27971733)}, {'aspect': 'giftee', 'negative': np.float32(0.0043834345), 'neutral': np.float32(0.015546429), 'positive': np.float32(0.98007005)}]"
Es hermoso!!!,"Leí los comentarios y note que las tallas no eran exactas, fui precavida y compré una talla menos, le va quedar perfecto!!! Es hermoso, excelente calidad �",positive,positive,"['hermoso', 'Es']","[{'aspect': 'hermoso', 'negative': np.float32(0.0021580346), 'neutral': np.float32(0.005284203), 'positive': np.float32(0.99255776)}, {'aspect': 'Es', 'negative': np.float32(0.002372123), 'neutral': np.float32(0.0070128157), 'positive': np.float32(0.9906151)}]","['y', 'una', 'calidad', 'va', '�', 'que', 'fui', 'comentarios', 'tallas', 'exactas', 'las', 'perfecto', 'compré', 'hermoso', 'los', 'Leí', 'quedar', 'precavida', 'note', 'talla', 'menos', 'le', 'eran', 'Es', 'excelente']","[{'aspect': 'y', 'negative': np.float32(0.017033542), 'neutral': np.float32(0.016095782), 'positive': np.float32(0.9668707)}, {'aspect': 'una', 'negative': np.float32(0.026536133), 'neutral': np.float32(0.025626456), 'positive': np.float32(0.9478375)}, {'aspect': 'calidad', 'negative': np.float32(0.0018168335), 'neutral': np.float32(0.0019926636), 'positive': np.float32(0.9961904)}, {'aspect': 'va', 'negative': np.float32(0.023090295), 'neutral': np.float32(0.027141342), 'positive': np.float32(0.94976836)}, {'aspect': '�', 'negative': np.float32(0.030510807), 'neutral': np.float32(0.030128144), 'positive': np.float32(0.9393611)}, {'aspect': 'que', 'negative': np.float32(0.025634749), 'neutral': np.float32(0.023452085), 'positive': np.float32(0.9509132)}, {'aspect': 'fui', 'negative': np.float32(0.039889444), 'neutral': np.float32(0.043596443), 'positive': np.float32(0.9165141)}, {'aspect': 'comentarios', 'negative': np.float32(0.045507133), 'neutral': np.float32(0.78877574), 'positive': np.float32(0.16571715)}, {'aspect': 'tallas', 'negative': np.float32(0.7294686), 'neutral': np.float32(0.03646004), 'positive': np.float32(0.23407142)}, {'aspect': 'exactas', 'negative': np.float32(0.93806285), 'neutral': np.float32(0.008442883), 'positive': np.float32(0.053494327)}, {'aspect': 'las', 'negative': np.float32(0.07343988), 'neutral': np.float32(0.04297608), 'positive': np.float32(0.883584)}, {'aspect': 'perfecto', 'negative': np.float32(0.011063162), 'neutral': np.float32(0.012547256), 'positive': np.float32(0.9763896)}, {'aspect': 'compré', 'negative': np.float32(0.07216976), 'neutral': np.float32(0.039047442), 'positive': np.float32(0.88878286)}, {'aspect': 'hermoso', 'negative': np.float32(0.0054146657), 'neutral': np.float32(0.0064307367), 'positive': np.float32(0.98815453)}, {'aspect': 'los', 'negative': np.float32(0.037881333), 'neutral': np.float32(0.041488502), 'positive': np.float32(0.92063016)}, {'aspect': 'Leí', 'negative': np.float32(0.051827177), 'neutral': np.float32(0.068965845), 'positive': np.float32(0.879207)}, {'aspect': 'quedar', 'negative': np.float32(0.006249737), 'neutral': np.float32(0.009615809), 'positive': np.float32(0.9841345)}, {'aspect': 'precavida', 'negative': np.float32(0.016825235), 'neutral': np.float32(0.24681063), 'positive': np.float32(0.73636407)}, {'aspect': 'note', 'negative': np.float32(0.07959059), 'neutral': np.float32(0.07709902), 'positive': np.float32(0.8433104)}, {'aspect': 'talla', 'negative': np.float32(0.2153888), 'neutral': np.float32(0.065674394), 'positive': np.float32(0.7189368)}, {'aspect': 'menos', 'negative': np.float32(0.19072597), 'neutral': np.float32(0.076105036), 'positive': np.float32(0.7331689)}, {'aspect': 'le', 'negative': np.float32(0.0074593527), 'neutral': np.float32(0.012625512), 'positive': np.float32(0.9799152)}, {'aspect': 'eran', 'negative': np.float32(0.6045009), 'neutral': np.float32(0.04275597), 'positive': np.float32(0.35274312)}, {'aspect': 'Es', 'negative': np.float32(0.018672636), 'neutral': np.float32(0.018737014), 'positive': np.float32(0.96259034)}, {'aspect': 'excelente', 'negative': np.float32(0.0126916235), 'neutral': np.float32(0.013968297), 'positive': np.float32(0.9733401)}]"
colors don't match,Seems too thick and doesn't match skin.  The colors look different than shown and very hard to find one to match skin.,negative,negative,['colors'],"[{'aspect': 'colors', 'negative': np.float32(0.99173474), 'neutral': np.float32(0.0074824765), 'positive': np.float32(0.0007828055)}]","['skin', 'colors']","[{'aspect': 'skin', 'negative': np.float32(0.9299985), 'neutral': np.float32(0.064866155), 'positive': np.float32(0.0051354)}, {'aspect': 'colors', 'negative': np.float32(0.9964516), 'neutral': np.float32(0.00239671), 'positive': np.float32(0.0011516188)}]"
They fit.,"The undies are soft, stretchy and comfortable.",neutral,positive,[],[],['undies'],"[{'aspect': 'undies', 'negative': np.float32(0.00081004965), 'neutral': np.float32(0.0023146335), 'positive': np.float32(0.9968753)}]"
Works well,"this works great, very slim design and intuitive. All charging ports/stations work well, I like that you can just use the single charging station for the phone and separate the iWatch and AirPod. Perfect for office or in home.",positive,positive,['Works'],"[{'aspect': 'Works', 'negative': np.float32(0.0027041622), 'neutral': np.float32(0.02002407), 'positive': np.float32(0.9772718)}]","['station', 'phone', 'stations', 'design', 'ports', 'iWatch', 'home', 'office', 'AirPod']","[{'aspect': 'station', 'negative': np.float32(0.0009084608), 'neutral': np.float32(0.009026298), 'positive': np.float32(0.9900653)}, {'aspect': 'phone', 'negative': np.float32(0.0029335534), 'neutral': np.float32(0.7789703), 'positive': np.float32(0.2180961)}, {'aspect': 'stations', 'negative': np.float32(0.00065658137), 'neutral': np.float32(0.0041198772), 'positive': np.float32(0.9952236)}, {'aspect': 'design', 'negative': np.float32(0.00047586713), 'neutral': np.float32(0.0017778489), 'positive': np.float32(0.9977463)}, {'aspect': 'ports', 'negative': np.float32(0.0005798274), 'neutral': np.float32(0.0025123055), 'positive': np.float32(0.9969079)}, {'aspect': 'iWatch', 'negative': np.float32(0.0036855806), 'neutral': np.float32(0.409776), 'positive': np.float32(0.5865383)}, {'aspect': 'home', 'negative': np.float32(0.0034287157), 'neutral': np.float32(0.8043315), 'positive': np.float32(0.19223984)}, {'aspect': 'office', 'negative': np.float32(0.0046351976), 'neutral': np.float32(0.73972446), 'positive': np.float32(0.2556403)}, {'aspect': 'AirPod', 'negative': np.float32(0.003613224), 'neutral': np.float32(0.7164091), 'positive': np.float32(0.2799777)}]"
Hurry up to purchase!,Best phone of 2020,neutral,positive,[],[],['phone'],"[{'aspect': 'phone', 'negative': np.float32(0.0024283773), 'neutral': np.float32(0.010602246), 'positive': np.float32(0.98696935)}]"
Bad,Did not last after first wash,neutral,negative,[],[],['wash'],"[{'aspect': 'wash', 'negative': np.float32(0.9825644), 'neutral': np.float32(0.012582906), 'positive': np.float32(0.0048526805)}]"
The best stylus I’ve ever purchased.,"This stylus is the best stylus I’ve ever purchased. The fiber tip is soft and easy to use. The clear disk tip—well i didn’t think at first it would work as well as a regular point rip, but it does and even better then my other tip stylus’s.",positive,positive,['stylus'],"[{'aspect': 'stylus', 'negative': np.float32(0.0012211563), 'neutral': np.float32(0.0019768486), 'positive': np.float32(0.996802)}]","['rip', 'disk', 'fiber', 'tip', 'point', 'stylus']","[{'aspect': 'rip', 'negative': np.float32(0.011331998), 'neutral': np.float32(0.8331565), 'positive': np.float32(0.15551142)}, {'aspect': 'disk', 'negative': np.float32(0.000728324), 'neutral': np.float32(0.0016575352), 'positive': np.float32(0.99761415)}, {'aspect': 'fiber', 'negative': np.float32(0.0007483482), 'neutral': np.float32(0.0014801555), 'positive': np.float32(0.9977715)}, {'aspect': 'tip', 'negative': np.float32(0.0013970763), 'neutral': np.float32(0.007076275), 'positive': np.float32(0.99152666)}, {'aspect': 'point', 'negative': np.float32(0.00890127), 'neutral': np.float32(0.8475086), 'positive': np.float32(0.14359011)}, {'aspect': 'stylus', 'negative': np.float32(0.00085622823), 'neutral': np.float32(0.0032148957), 'positive': np.float32(0.9959288)}]"
Most comfortable pillows for the price,Had these for 2 months and they're still very comfortable.  I really like them. For me these are the  best pillows to sleep on.,positive,positive,"['pillows', 'price']","[{'aspect': 'pillows', 'negative': np.float32(0.0005193057), 'neutral': np.float32(0.0014831842), 'positive': np.float32(0.99799746)}, {'aspect': 'price', 'negative': np.float32(0.0040844283), 'neutral': np.float32(0.019894803), 'positive': np.float32(0.9760208)}]","['pillows', 'months']","[{'aspect': 'pillows', 'negative': np.float32(0.00064460316), 'neutral': np.float32(0.00314051), 'positive': np.float32(0.9962149)}, {'aspect': 'months', 'negative': np.float32(0.005705345), 'neutral': np.float32(0.25608775), 'positive': np.float32(0.73820686)}]"
Sharp sturdy knife set,"Seemingly great set of knives, comfortable in your hand, extremely sharp.",positive,positive,"['set', 'knife']","[{'aspect': 'set', 'negative': np.float32(0.0016975799), 'neutral': np.float32(0.007092013), 'positive': np.float32(0.99121046)}, {'aspect': 'knife', 'negative': np.float32(0.00060370285), 'neutral': np.float32(0.0018766456), 'positive': np.float32(0.9975197)}]","['hand', 'set', 'knives']","[{'aspect': 'hand', 'negative': np.float32(0.0035952453), 'neutral': np.float32(0.004399923), 'positive': np.float32(0.9920048)}, {'aspect': 'set', 'negative': np.float32(0.0012904397), 'neutral': np.float32(0.0030614086), 'positive': np.float32(0.9956481)}, {'aspect': 'knives', 'negative': np.float32(0.0015019302), 'neutral': np.float32(0.0021116917), 'positive': np.float32(0.9963864)}]"
Just what I needed,Perfect for home and travel.,neutral,positive,[],[],"['travel', 'home']","[{'aspect': 'travel', 'negative': np.float32(0.007254331), 'neutral': np.float32(0.0848838), 'positive': np.float32(0.9078618)}, {'aspect': 'home', 'negative': np.float32(0.009340957), 'neutral': np.float32(0.2745585), 'positive': np.float32(0.71610045)}]"
good value,does what its supposed to do,positive,neutral,['value'],"[{'aspect': 'value', 'negative': np.float32(0.00056891626), 'neutral': np.float32(0.0019569444), 'positive': np.float32(0.99747413)}]",[],[]
